t,roll,pitch,true_hdg,acc_g,naive_hdg,module_hdg,stab_hdg,mag_trust
18.8,20.44,0.25,90.04,0.917,79.83,93.0,94.59,1.0
18.85,21.52,-0.22,89.86,0.911,78.83,92.61,94.59,1.0
18.9,22.5,-0.7,89.68,0.905,77.84,92.2,94.58,1.0
18.95,23.37,-1.2,89.49,0.899,76.85,91.78,94.56,1.0
19.0,24.14,-1.7,89.31,0.894,75.88,91.35,94.53,1.0
19.05,24.79,-2.21,89.12,0.889,74.93,90.92,94.49,1.0
19.1,25.34,-2.72,88.93,0.884,74.01,90.47,94.44,1.0
19.15,25.77,-3.22,88.75,0.879,73.13,90.03,93.43,1.0
19.2,26.09,-3.71,88.58,0.875,72.29,89.58,93.42,1.0
19.25,26.3,-4.18,88.41,0.871,71.49,89.13,93.39,1.0
19.3,26.39,-4.63,88.26,0.868,70.76,88.69,93.34,1.0
19.35,26.36,-5.05,88.11,0.865,70.09,88.26,93.28,1.0
19.4,26.22,-5.44,87.98,0.863,69.49,87.84,92.11,1.0
19.45,25.96,-5.8,87.86,0.861,68.97,87.43,92.09,1.0
19.5,25.59,-6.12,87.76,0.859,68.53,87.03,92.06,1.0
19.55,25.1,-6.39,87.67,0.858,68.19,86.65,92.0,1.0
19.6,24.5,-6.63,87.6,0.857,67.95,86.29,90.91,1.0
19.65,23.8,-6.81,87.55,0.857,67.81,85.95,90.89,1.0
19.7,22.98,-6.95,87.52,0.857,67.77,85.63,90.85,1.0
19.75,22.07,-7.04,87.5,0.858,67.85,85.34,90.8,1.0
19.8,21.05,-7.08,87.5,0.859,68.03,85.07,89.67,1.0
19.85,19.93,-7.06,87.51,0.861,68.33,84.82,89.65,1.0
19.9,18.73,-7.0,87.54,0.864,68.74,84.61,89.62,1.0
19.95,17.44,-6.89,87.59,0.867,69.26,84.41,89.56,1.0
20.0,16.07,-6.74,87.65,0.87,69.88,84.25,88.5,1.0
20.05,14.62,-6.54,87.72,0.874,70.61,84.11,88.48,1.0
20.1,13.11,-6.29,87.8,0.879,71.43,84.0,88.45,1.0
20.15,11.54,-6.0,87.89,0.884,72.34,83.91,88.4,1.0
20.2,9.92,-5.68,87.99,0.89,73.33,83.85,88.34,1.0
20.25,8.25,-5.32,88.09,0.897,74.4,83.82,87.24,1.0
20.3,6.55,-4.93,88.2,0.904,75.52,83.81,87.22,1.0
20.35,4.82,-4.51,88.32,0.911,76.7,83.82,87.2,1.0
20.4,3.08,-4.07,88.44,0.919,77.92,83.86,87.16,1.0
20.45,1.34,-3.6,88.56,0.927,79.16,83.92,87.12,1.0
20.5,-0.4,-3.12,88.68,0.936,80.43,84.0,87.07,1.0
20.55,-2.13,-2.62,88.8,0.945,81.7,84.1,87.01,1.0
20.6,-3.82,-2.11,88.91,0.955,82.96,84.22,86.95,1.0
20.65,-5.48,-1.59,89.03,0.964,84.21,84.35,85.95,1.0
20.7,-7.09,-1.07,89.15,0.974,85.44,84.5,85.94,1.0
20.75,-8.64,-0.55,89.26,0.984,86.63,84.67,85.93,1.0
20.8,-10.12,-0.03,89.37,0.994,87.79,84.85,85.92,1.0
20.85,-11.52,0.48,89.48,1.004,88.9,85.04,85.9,1.0
20.9,-12.84,0.98,89.59,1.014,89.95,85.25,85.89,1.0
20.95,-14.05,1.47,89.69,1.023,90.95,85.47,85.87,1.0
21.0,-15.15,1.95,89.8,1.033,91.89,85.7,85.86,1.0
21.05,-16.14,2.41,89.9,1.042,92.77,85.94,85.85,1.0
21.1,-17.01,2.86,90.01,1.05,93.58,86.19,85.84,1.0
21.15,-17.74,3.28,90.11,1.058,94.33,86.45,85.83,1.0
21.2,-18.34,3.68,90.21,1.065,95.01,86.71,85.83,1.0
21.25,-18.81,4.05,90.32,1.072,95.62,86.98,85.83,1.0
21.3,-19.13,4.4,90.43,1.078,96.17,87.26,85.84,1.0
21.35,-19.31,4.71,90.54,1.083,96.65,87.55,85.85,1.0
21.4,-19.34,5.0,90.66,1.087,97.06,87.84,85.87,1.0
21.45,-19.23,5.26,90.77,1.091,97.4,88.13,85.9,1.0
21.5,-18.98,5.48,90.89,1.093,97.68,88.43,85.93,1.0
21.55,-18.59,5.67,91.02,1.095,97.9,88.73,85.97,1.0
21.6,-18.07,5.83,91.14,1.095,98.05,89.03,86.02,1.0
21.65,-17.42,5.94,91.27,1.095,98.14,89.32,86.08,1.0
21.7,-16.64,6.02,91.39,1.094,98.17,89.62,86.14,1.0
21.75,-15.75,6.06,91.52,1.092,98.14,89.9,87.24,1.0
21.8,-14.76,6.07,91.65,1.089,98.05,90.18,87.25,1.0
21.85,-13.67,6.03,91.77,1.085,97.9,90.45,87.27,1.0
21.9,-12.5,5.96,91.9,1.081,97.69,90.71,87.31,1.0
21.95,-11.26,5.85,92.01,1.076,97.44,90.96,87.35,1.0
22.0,-9.96,5.7,92.12,1.07,97.13,91.19,87.4,1.0
22.05,-8.61,5.51,92.22,1.064,96.77,91.4,87.46,1.0
22.1,-7.22,5.28,92.31,1.058,96.36,91.59,88.6,1.0
22.15,-5.82,5.02,92.39,1.051,95.92,91.76,88.61,1.0
22.2,-4.41,4.73,92.46,1.044,95.43,91.91,88.64,1.0
22.25,-3.01,4.41,92.51,1.036,94.91,92.03,88.67,1.0
22.3,-1.63,4.05,92.55,1.029,94.37,92.13,88.71,1.0
22.35,-0.29,3.67,92.57,1.022,93.8,92.19,88.77,1.0
22.4,1.01,3.27,92.57,1.014,93.22,92.23,88.83,1.0
22.45,2.25,2.85,92.55,1.007,92.63,92.24,89.87,1.0
22.5,3.42,2.41,92.52,1.001,92.04,92.22,89.88,1.0
22.55,4.51,1.96,92.46,0.994,91.45,92.17,89.9,1.0
22.6,5.51,1.51,92.38,0.988,90.89,92.09,89.92,1.0
22.65,6.42,1.05,92.29,0.983,90.34,91.99,89.95,1.0
22.7,7.22,0.59,92.17,0.978,89.83,91.86,89.98,1.0
22.75,7.91,0.14,92.04,0.974,89.36,91.71,90.02,1.0
22.8,8.49,-0.3,91.89,0.97,88.93,91.53,90.05,1.0
22.85,8.96,-0.73,91.72,0.967,88.56,91.34,90.09,1.0
22.9,9.3,-1.13,91.55,0.964,88.24,91.13,90.13,1.0
22.95,9.53,-1.51,91.36,0.963,87.99,90.92,90.16,1.0
23.0,9.64,-1.85,91.16,0.962,87.81,90.69,90.2,1.0
23.05,9.65,-2.17,90.95,0.962,87.69,90.46,90.23,1.0
23.1,9.54,-2.44,90.75,0.962,87.65,90.23,90.26,1.0
23.15,9.33,-2.68,90.54,0.963,87.67,90.0,90.28,1.0
23.2,9.03,-2.87,90.33,0.965,87.76,89.78,90.3,1.0
23.25,8.63,-3.02,90.12,0.967,87.92,89.56,90.31,1.0
23.3,8.16,-3.12,89.93,0.97,88.13,89.37,90.32,1.0
23.35,7.62,-3.17,89.74,0.973,88.39,89.19,90.32,1.0
23.4,7.02,-3.17,89.56,0.977,88.7,89.02,90.32,1.0
23.45,6.37,-3.13,89.4,0.981,89.05,88.88,90.31,1.0
23.5,5.68,-3.04,89.26,0.985,89.42,88.77,90.29,1.0
23.55,4.96,-2.91,89.13,0.99,89.82,88.68,90.28,1.0
23.6,4.24,-2.74,89.02,0.994,90.22,88.62,90.25,1.0
23.65,3.5,-2.53,88.93,0.999,90.63,88.58,90.23,1.0
23.7,2.78,-2.29,88.85,1.004,91.04,88.57,90.2,1.0
23.75,2.07,-2.02,88.8,1.008,91.43,88.59,90.17,1.0
23.8,1.39,-1.73,88.77,1.012,91.81,88.63,90.13,1.0
23.85,0.75,-1.42,88.76,1.017,92.15,88.7,90.1,1.0
23.9,0.15,-1.1,88.77,1.02,92.47,88.79,90.06,1.0
23.95,-0.39,-0.78,88.79,1.024,92.75,88.89,90.02,1.0
24.0,-0.87,-0.47,88.83,1.027,92.99,89.02,89.99,1.0
24.05,-1.28,-0.16,88.88,1.029,93.18,89.16,89.95,1.0
24.1,-1.63,0.13,88.94,1.031,93.33,89.31,89.92,1.0
24.15,-1.9,0.39,89.01,1.032,93.43,89.46,89.89,1.0
24.2,-2.1,0.62,89.08,1.033,93.47,89.62,89.86,1.0
24.25,-2.22,0.82,89.16,1.033,93.46,89.78,89.83,1.0
24.3,-2.26,0.98,89.23,1.033,93.4,89.93,89.81,1.0
24.35,-2.23,1.09,89.3,1.032,93.28,90.08,89.79,1.0
24.4,-2.13,1.15,89.37,1.031,93.11,90.22,89.78,1.0
24.45,-1.96,1.16,89.43,1.029,92.88,90.34,89.77,1.0
24.5,-1.73,1.11,89.48,1.026,92.61,90.44,89.76,1.0
24.55,-1.45,1.01,89.51,1.024,92.29,90.52,89.76,1.0
24.6,-1.12,0.85,89.53,1.021,91.92,90.59,89.76,1.0
24.65,-0.74,0.64,89.53,1.017,91.52,90.62,89.77,1.0
24.7,-0.34,0.38,89.52,1.014,91.08,90.64,89.77,1.0
24.75,0.09,0.07,89.48,1.01,90.62,90.62,89.78,1.0
24.8,0.54,-0.29,89.43,1.007,90.14,90.59,89.79,1.0
24.85,0.99,-0.68,89.36,1.003,89.65,90.52,89.81,1.0
24.9,1.43,-1.1,89.28,0.999,89.15,90.44,89.82,1.0
24.95,1.87,-1.55,89.18,0.996,88.67,90.33,89.83,1.0
25.0,2.28,-2.02,89.07,0.993,88.2,90.2,89.85,1.0
25.05,2.67,-2.49,88.94,0.99,87.75,90.06,89.86,1.0
25.1,3.01,-2.96,88.81,0.987,87.35,89.9,89.87,1.0
25.15,3.31,-3.41,88.67,0.985,86.99,89.74,89.88,1.0
25.2,3.56,-3.85,88.53,0.983,86.68,89.57,89.89,1.0
25.25,3.75,-4.25,88.39,0.982,86.43,89.4,89.89,1.0
25.3,3.88,-4.62,88.26,0.982,86.25,89.23,89.9,1.0
25.35,3.94,-4.93,88.13,0.982,86.15,89.08,89.89,1.0
25.4,3.92,-5.18,88.02,0.982,86.12,88.94,89.89,1.0
25.45,3.84,-5.37,87.93,0.983,86.17,88.82,89.88,1.0
25.5,3.69,-5.49,87.85,0.985,86.3,88.72,89.87,1.0
25.55,3.46,-5.52,87.8,0.987,86.52,88.65,89.85,1.0
25.6,3.16,-5.47,87.77,0.99,86.81,88.62,89.83,1.0
25.65,2.79,-5.33,87.78,0.993,87.18,88.62,89.81,1.0
25.7,2.35,-5.1,87.81,0.997,87.61,88.65,89.79,1.0
25.75,1.85,-4.78,87.88,1.001,88.11,88.73,89.76,1.0
25.8,1.3,-4.37,87.98,1.005,88.67,88.85,89.74,1.0
25.85,0.69,-3.87,88.12,1.01,89.28,89.01,89.71,1.0
25.9,0.03,-3.29,88.29,1.016,89.93,89.22,89.69,1.0
25.95,-0.66,-2.63,88.49,1.021,90.61,89.46,89.67,1.0
26.0,-1.38,-1.9,88.73,1.027,91.32,89.74,89.65,1.0
26.05,-2.13,-1.11,88.99,1.032,92.05,90.06,89.63,1.0
26.1,-2.89,-0.26,89.29,1.038,92.78,90.41,89.62,1.0
26.15,-3.66,0.62,89.6,1.043,93.51,90.79,89.62,1.0
26.2,-4.43,1.53,89.93,1.049,94.24,91.2,89.62,1.0
26.25,-5.2,2.46,90.28,1.054,94.94,91.62,89.63,1.0
26.3,-5.94,3.4,90.64,1.059,95.62,92.06,89.65,1.0
26.35,-6.66,4.32,91.0,1.063,96.27,92.51,89.68,1.0
26.4,-7.36,5.21,91.36,1.067,96.87,92.96,89.71,1.0
26.45,-8.01,6.06,91.72,1.07,97.43,93.4,89.76,1.0
26.5,-8.62,6.86,92.06,1.073,97.93,93.83,89.82,1.0
26.55,-9.18,7.59,92.38,1.075,98.37,94.24,90.89,1.0
26.6,-9.68,8.23,92.68,1.076,98.74,94.63,90.91,1.0
26.65,-10.13,8.79,92.95,1.077,99.03,94.98,90.94,1.0
26.7,-10.51,9.24,93.18,1.077,99.25,95.3,90.98,1.0
26.75,-10.83,9.57,93.37,1.076,99.38,95.58,91.03,1.0
26.8,-11.08,9.79,93.52,1.075,99.42,95.81,92.11,1.0
26.85,-11.26,9.87,93.62,1.073,99.37,95.99,92.12,1.0
26.9,-11.37,9.83,93.67,1.07,99.23,96.11,92.15,1.0
26.95,-11.41,9.65,93.67,1.066,99.0,96.18,92.19,1.0
27.0,-11.39,9.33,93.62,1.062,98.67,96.19,92.25,1.0
27.05,-11.29,8.89,93.52,1.058,98.26,96.14,92.31,1.0
27.1,-11.13,8.31,93.36,1.052,97.77,96.03,93.39,1.0
27.15,-10.9,7.61,93.15,1.047,97.19,95.87,93.4,1.0
27.2,-10.61,6.79,92.89,1.041,96.55,95.65,93.42,1.0
27.25,-10.26,5.87,92.59,1.035,95.84,95.37,93.44,1.0
27.3,-9.85,4.85,92.25,1.029,95.07,95.05,93.47,1.0
27.35,-9.4,3.75,91.87,1.022,94.26,94.68,93.5,1.0
27.4,-8.89,2.58,91.46,1.016,93.41,94.28,93.52,1.0
27.45,-8.33,1.37,91.02,1.009,92.54,93.84,93.55,1.0
27.5,-7.73,0.11,90.57,1.003,91.66,93.38,93.57,1.0
27.55,-7.1,-1.16,90.11,0.997,90.78,92.9,93.59,1.0
27.6,-6.42,-2.43,89.64,0.991,89.91,92.41,93.6,1.0
27.65,-5.72,-3.69,89.17,0.985,89.06,91.91,93.6,1.0
27.7,-4.98,-4.91,88.72,0.98,88.24,91.43,93.59,1.0
27.75,-4.22,-6.08,88.28,0.975,87.47,90.95,93.58,1.0
27.8,-3.44,-7.18,87.87,0.97,86.75,90.5,93.55,1.0
27.85,-2.64,-8.19,87.49,0.966,86.09,90.07,93.51,1.0
27.9,-1.82,-9.1,87.15,0.962,85.5,89.68,93.47,1.0
27.95,-0.98,-9.9,86.85,0.959,84.98,89.33,93.41,1.0
28.0,-0.13,-10.57,86.61,0.956,84.53,89.02,92.32,1.0
28.05,0.72,-11.11,86.41,0.954,84.15,88.77,92.31,1.0
28.1,1.59,-11.51,86.27,0.952,83.85,88.57,92.28,1.0
28.15,2.46,-11.75,86.19,0.951,83.63,88.43,92.24,1.0
28.2,3.34,-11.85,86.17,0.95,83.49,88.34,92.19,1.0
28.25,4.21,-11.79,86.21,0.95,83.42,88.32,92.14,1.0
28.3,5.09,-11.58,86.31,0.95,83.41,88.36,91.08,1.0
28.35,5.95,-11.21,86.47,0.95,83.48,88.45,91.07,1.0
28.4,6.82,-10.7,86.68,0.95,83.6,88.6,91.05,1.0
28.45,7.67,-10.06,86.95,0.951,83.79,88.8,91.03,1.0
28.5,8.51,-9.28,87.26,0.953,84.03,89.05,91.0,1.0
28.55,9.33,-8.39,87.62,0.954,84.32,89.34,90.96,1.0
28.6,10.14,-7.39,88.01,0.956,84.65,89.67,90.93,1.0
28.65,10.91,-6.3,88.44,0.957,85.03,90.04,90.9,1.0
28.7,11.66,-5.13,88.89,0.959,85.43,90.42,90.86,1.0
28.75,12.38,-3.91,89.36,0.961,85.86,90.83,90.84,1.0
28.8,13.05,-2.64,89.84,0.964,86.32,91.24,90.81,1.0
28.85,13.69,-1.35,90.32,0.966,86.79,91.66,90.8,1.0
28.9,14.27,-0.05,90.79,0.968,87.26,92.07,90.79,1.0
28.95,14.8,1.24,91.25,0.971,87.74,92.47,90.79,1.0
29.0,15.26,2.5,91.69,0.973,88.21,92.85,90.79,1.0
29.05,15.66,3.72,92.11,0.975,88.67,93.21,90.81,1.0
29.1,15.99,4.87,92.49,0.977,89.11,93.53,90.83,1.0
29.15,16.24,5.96,92.83,0.98,89.52,93.82,90.87,1.0
29.2,16.4,6.96,93.12,0.982,89.9,94.07,90.91,1.0
29.25,16.48,7.86,93.37,0.984,90.25,94.27,90.96,1.0
29.3,16.46,8.65,93.57,0.986,90.56,94.42,91.01,1.0
29.35,16.35,9.33,93.72,0.989,90.82,94.53,92.03,1.0
29.4,16.13,9.88,93.81,0.991,91.05,94.58,92.04,1.0
29.45,15.8,10.31,93.84,0.993,91.23,94.57,92.06,1.0
29.5,15.37,10.6,93.82,0.995,91.37,94.52,92.09,1.0
29.55,14.82,10.77,93.75,0.997,91.47,94.41,92.12,1.0
29.6,14.17,10.8,93.62,1.0,91.54,94.26,92.16,1.0
29.65,13.4,10.71,93.45,1.002,91.58,94.06,92.2,1.0
29.7,12.52,10.5,93.22,1.004,91.59,93.83,92.24,1.0
29.75,11.54,10.17,92.96,1.007,91.6,93.55,92.28,1.0
29.8,10.45,9.74,92.67,1.01,91.59,93.25,92.32,1.0
29.85,9.26,9.2,92.34,1.012,91.58,92.92,92.36,1.0
29.9,7.97,8.58,91.99,1.015,91.59,92.57,92.39,1.0
29.95,6.6,7.88,91.62,1.018,91.6,92.21,92.42,1.0
30.0,5.15,7.11,91.24,1.022,91.64,91.84,92.44,1.0
30.05,3.62,6.29,90.85,1.025,91.71,91.48,92.46,1.0
30.1,2.03,5.43,90.46,1.028,91.8,91.12,92.47,1.0
30.15,0.38,4.54,90.08,1.032,91.93,90.78,92.47,1.0
30.2,-1.3,3.63,89.71,1.035,92.09,90.46,92.46,1.0
30.25,-3.02,2.71,89.36,1.039,92.28,90.17,92.45,1.0
30.3,-4.75,1.8,89.03,1.043,92.5,89.9,92.43,1.0
30.35,-6.48,0.91,88.73,1.046,92.75,89.67,92.39,1.0
30.4,-8.2,0.04,88.45,1.05,93.02,89.47,92.36,1.0
30.45,-9.9,-0.8,88.21,1.053,93.31,89.32,92.31,1.0
30.5,-11.57,-1.59,88.0,1.056,93.61,89.2,92.26,1.0
30.55,-13.18,-2.33,87.83,1.058,93.91,89.13,92.2,1.0
30.6,-14.72,-3.02,87.69,1.061,94.2,89.1,91.19,1.0
30.65,-16.19,-3.66,87.59,1.063,94.48,89.11,91.18,1.0
30.7,-17.57,-4.23,87.53,1.064,94.74,89.16,91.17,1.0
30.75,-18.85,-4.73,87.5,1.065,94.96,89.25,91.15,1.0
30.8,-20.01,-5.18,87.5,1.065,95.15,89.37,91.12,1.0
30.85,-21.05,-5.56,87.53,1.065,95.29,89.52,91.09,1.0
30.9,-21.95,-5.88,87.59,1.064,95.37,89.7,91.06,1.0
30.95,-22.71,-6.13,87.68,1.062,95.39,89.9,91.03,1.0
31.0,-23.33,-6.33,87.78,1.06,95.35,90.11,91.0,1.0
31.05,-23.79,-6.48,87.9,1.057,95.23,90.33,90.97,1.0
31.1,-24.09,-6.57,88.03,1.053,95.03,90.56,90.94,1.0
31.15,-24.23,-6.61,88.18,1.049,94.74,90.79,90.92,1.0
31.2,-24.21,-6.61,88.32,1.043,94.37,91.01,90.89,1.0
31.25,-24.02,-6.57,88.47,1.038,93.91,91.23,90.88,1.0
31.3,-23.67,-6.49,88.62,1.031,93.36,91.43,90.86,1.0
31.35,-23.17,-6.38,88.77,1.024,92.73,91.61,90.85,1.0
31.4,-22.5,-6.24,88.9,1.017,92.0,91.78,90.85,1.0
31.45,-21.69,-6.07,89.03,1.009,91.2,91.91,90.85,1.0
31.5,-20.74,-5.88,89.15,1.0,90.32,92.02,90.86,1.0
31.55,-19.64,-5.66,89.26,0.992,89.37,92.11,90.87,1.0
31.6,-18.42,-5.42,89.36,0.983,88.36,92.16,90.88,1.0
31.65,-17.08,-5.16,89.44,0.975,87.3,92.18,90.9,1.0
31.7,-15.63,-4.88,89.52,0.966,86.2,92.17,90.91,1.0
31.75,-14.08,-4.58,89.59,0.957,85.08,92.14,90.94,1.0
31.8,-12.45,-4.26,89.64,0.949,83.95,92.08,90.96,1.0
31.85,-10.74,-3.92,89.69,0.941,82.83,92.0,90.99,1.0
31.9,-8.96,-3.55,89.74,0.933,81.74,91.89,91.01,1.0
31.95,-7.13,-3.16,89.79,0.925,80.68,91.77,91.04,1.0
32.0,-5.26,-2.74,89.83,0.918,79.68,91.63,91.06,1.0
32.05,-3.36,-2.29,89.88,0.912,78.75,91.48,91.08,1.0
32.1,-1.44,-1.82,89.94,0.906,77.9,91.33,91.11,1.0
32.15,0.49,-1.32,90.0,0.901,77.15,91.18,91.13,1.0
32.2,2.42,-0.78,90.07,0.896,76.51,91.03,91.14,1.0
32.25,4.33,-0.22,90.16,0.892,75.97,90.88,91.16,1.0
32.3,6.22,0.36,90.26,0.889,75.56,90.75,91.17,1.0
32.35,8.09,0.98,90.38,0.887,75.27,90.62,91.17,1.0
32.4,9.92,1.61,90.51,0.885,75.1,90.51,91.18,1.0
32.45,11.7,2.27,90.66,0.884,75.06,90.42,91.18,1.0
32.5,13.43,2.94,90.83,0.883,75.13,90.35,91.17,1.0
32.55,15.11,3.62,91.01,0.883,75.31,90.3,91.17,1.0
32.6,16.73,4.3,91.2,0.884,75.6,90.26,91.16,1.0
32.65,18.28,4.98,91.41,0.885,75.98,90.25,91.15,1.0
32.7,19.76,5.65,91.62,0.887,76.44,90.25,91.13,1.0
32.75,21.17,6.29,91.84,0.889,76.97,90.26,91.12,1.0
32.8,22.5,6.91,92.06,0.892,77.55,90.28,91.1,1.0
32.85,23.75,7.49,92.28,0.895,78.18,90.31,91.08,1.0
32.9,24.92,8.01,92.48,0.898,78.83,90.35,91.06,1.0
32.95,26.01,8.48,92.68,0.902,79.49,90.38,91.05,1.0
33.0,27.01,8.88,92.86,0.906,80.14,90.4,91.03,1.0
33.05,27.93,9.19,93.01,0.909,80.77,90.41,91.01,1.0
33.1,28.76,9.42,93.14,0.913,81.38,90.4,90.99,1.0
33.15,29.49,9.55,93.23,0.917,81.93,90.37,90.97,1.0
33.2,30.14,9.58,93.29,0.921,82.44,90.32,90.95,1.0
33.25,30.68,9.49,93.3,0.924,82.88,90.23,90.93,1.0
33.3,31.13,9.28,93.27,0.928,83.25,90.1,90.91,1.0
33.35,31.48,8.96,93.2,0.931,83.55,89.94,90.89,1.0
33.4,31.72,8.5,93.07,0.934,83.78,89.73,90.86,1.0
33.45,31.85,7.93,92.89,0.937,83.93,89.48,90.84,1.0
33.5,31.87,7.23,92.66,0.939,84.0,89.18,90.81,1.0
33.55,31.77,6.41,92.38,0.942,84.02,88.84,90.77,1.0
33.6,31.55,5.48,92.05,0.944,83.97,88.45,90.73,1.0
33.65,31.2,4.44,91.67,0.946,83.88,88.02,90.69,1.0
33.7,30.73,3.3,91.25,0.948,83.74,87.55,90.64,1.0
33.75,30.11,2.07,90.78,0.949,83.58,87.05,90.58,1.0
33.8,29.36,0.76,90.28,0.951,83.41,86.52,89.49,1.0
33.85,28.47,-0.6,89.76,0.953,83.25,85.97,89.48,1.0
33.9,27.42,-2.01,89.21,0.954,83.11,85.4,89.45,1.0
33.95,26.23,-3.44,88.64,0.956,83.0,84.82,89.41,1.0
34.0,24.88,-4.88,88.07,0.958,82.96,84.25,89.35,1.0
34.05,23.38,-6.31,87.5,0.961,82.98,83.68,88.18,1.0
34.1,21.72,-7.71,86.94,0.964,83.1,83.14,88.16,1.0
34.15,19.9,-9.06,86.4,0.967,83.32,82.63,88.12,1.0
34.2,17.92,-10.34,85.89,0.971,83.65,82.17,88.07,1.0
34.25,15.8,-11.53,85.41,0.975,84.11,81.75,86.86,1.0
34.3,13.52,-12.6,84.98,0.981,84.69,81.4,86.84,1.0
34.35,11.09,-13.55,84.6,0.986,85.4,81.11,86.8,1.0
34.4,8.53,-14.35,84.29,0.993,86.24,80.91,86.74,1.0
34.45,5.84,-14.99,84.04,1.001,87.2,80.79,85.54,1.0
34.5,3.03,-15.46,83.86,1.009,88.28,80.76,85.52,1.0
34.55,0.11,-15.74,83.77,1.019,89.45,80.83,85.48,1.0
34.6,-2.91,-15.83,83.75,1.029,90.72,81.0,85.44,1.0
34.65,-6.01,-15.72,83.82,1.04,92.05,81.27,85.38,1.0
34.7,-9.17,-15.4,83.97,1.052,93.44,81.64,84.32,1.0
34.75,-12.38,-14.88,84.21,1.065,94.87,82.12,84.31,1.0
34.8,-15.62,-14.16,84.54,1.078,96.33,82.69,84.3,1.0
34.85,-18.88,-13.24,84.94,1.093,97.81,83.36,84.28,1.0
34.9,-22.12,-12.12,85.42,1.108,99.29,84.12,84.27,1.0
34.95,-25.32,-10.83,85.98,1.123,100.77,84.96,84.26,1.0
35.0,-28.47,-9.38,86.6,1.139,102.24,85.88,84.26,1.0
35.05,-31.54,-7.78,87.27,1.155,103.69,86.86,84.26,1.0
35.1,-34.51,-6.04,88.0,1.171,105.11,87.9,84.29,1.0
35.15,-37.35,-4.19,88.76,1.187,106.5,88.98,84.32,1.0
35.2,-40.05,-2.26,89.56,1.203,107.85,90.09,84.38,1.0
35.25,-42.57,-0.26,90.37,1.218,109.14,91.23,85.58,1.0
35.3,-44.9,1.77,91.19,1.233,110.37,92.37,85.61,1.0
35.35,-45.0,3.82,92.0,1.247,111.54,93.51,85.66,1.0
35.4,-45.0,5.85,92.8,1.26,112.62,94.64,86.98,1.0
35.45,-45.0,7.84,93.57,1.271,113.61,95.73,87.02,1.0
35.5,-45.0,9.76,94.3,1.281,114.51,96.78,88.11,1.0
35.55,-45.0,11.59,94.99,1.29,115.29,97.79,88.15,1.0
35.6,-45.0,13.3,95.61,1.297,115.96,98.72,89.34,1.0
35.65,-45.0,14.87,96.17,1.302,116.5,99.59,89.38,1.0
35.7,-45.0,16.27,96.65,1.306,116.9,100.37,90.63,1.0
35.75,-45.0,17.49,97.05,1.307,117.15,101.06,90.67,1.0
35.8,-45.0,18.51,97.36,1.306,117.26,101.65,91.93,1.0
35.85,-45.0,19.32,97.57,1.303,117.2,102.14,91.97,1.0
35.9,-45.0,19.9,97.69,1.297,116.98,102.53,93.19,1.0
35.95,-45.0,20.24,97.71,1.29,116.58,102.8,93.23,1.0
36.0,-45.0,20.34,97.63,1.28,116.01,102.96,94.36,1.0
36.05,-45.0,20.19,97.46,1.269,115.25,103.02,94.4,1.0
36.1,-43.87,19.81,97.19,1.255,114.31,102.96,95.41,1.0
36.15,-41.2,19.18,96.83,1.239,113.18,102.79,95.44,1.0
36.2,-38.27,18.32,96.38,1.222,111.85,102.52,95.49,1.0
36.25,-35.1,17.24,95.85,1.203,110.32,102.16,96.65,1.0
36.3,-31.72,15.95,95.25,1.182,108.6,101.69,96.67,1.0
36.35,-28.13,14.47,94.59,1.16,106.68,101.15,96.71,1.0
36.4,-24.38,12.82,93.88,1.138,104.57,100.52,96.75,1.0
36.45,-20.47,11.02,93.12,1.114,102.26,99.82,96.8,1.0
36.5,-16.46,9.08,92.33,1.09,99.76,99.06,96.86,1.0
36.55,-12.35,7.04,91.51,1.066,97.08,98.25,96.91,1.0
36.6,-8.18,4.92,90.68,1.042,94.22,97.39,96.96,1.0
36.65,-3.97,2.75,89.86,1.018,91.19,96.49,97.0,1.0
36.7,0.23,0.55,89.04,0.994,88.02,95.57,97.03,1.0
36.75,4.42,-1.65,88.25,0.971,84.71,94.62,97.05,1.0
36.8,8.54,-3.82,87.49,0.949,81.29,93.67,97.05,1.0
36.85,12.59,-5.94,86.77,0.927,77.8,92.72,97.04,1.0
36.9,16.53,-7.98,86.09,0.907,74.28,91.77,97.0,1.0
36.95,20.34,-9.91,85.48,0.889,70.78,90.84,96.95,1.0
37.0,24.0,-11.72,84.93,0.871,67.35,89.93,95.75,1.0
37.05,27.47,-13.39,84.45,0.855,64.04,89.04,95.73,1.0
37.1,30.74,-14.88,84.05,0.841,60.93,88.2,95.67,1.0
37.15,33.8,-16.2,83.73,0.828,58.05,87.4,94.42,1.0
37.2,36.62,-17.32,83.48,0.816,55.47,86.64,94.39,1.0
37.25,39.2,-18.24,83.32,0.806,53.2,85.95,94.33,1.0
37.3,41.51,-18.95,83.24,0.798,51.28,85.31,92.93,1.0
37.35,43.55,-19.43,83.24,0.79,49.72,84.74,92.89,1.0
37.4,45.0,-19.7,83.32,0.785,48.52,84.23,92.83,1.0
37.45,45.0,-19.74,83.48,0.78,47.69,83.8,91.4,1.0
37.5,45.0,-19.57,83.7,0.777,47.22,83.43,91.36,1.0
37.55,45.0,-19.18,83.99,0.775,47.1,83.13,91.31,1.0
37.6,45.0,-18.59,84.34,0.774,47.31,82.89,89.94,1.0
