t,roll,pitch,true_hdg,acc_g,naive_hdg,module_hdg,stab_hdg,mag_trust
18.75,-0.59,0.53,90.29,1.004,90.81,91.52,91.02,1.0
18.8,-0.55,0.6,90.32,1.004,90.82,91.55,91.03,1.0
18.85,-0.49,0.66,90.35,1.004,90.82,91.59,91.04,1.0
18.9,-0.43,0.72,90.37,1.003,90.81,91.61,91.04,1.0
18.95,-0.36,0.76,90.38,1.003,90.79,91.64,91.05,1.0
19.0,-0.28,0.8,90.39,1.003,90.76,91.65,91.06,1.0
19.05,-0.2,0.82,90.4,1.002,90.72,91.66,91.07,1.0
19.1,-0.12,0.84,90.4,1.002,90.67,91.67,91.09,1.0
19.15,-0.03,0.84,90.4,1.001,90.61,91.66,91.1,1.0
19.2,0.06,0.84,90.39,1.001,90.54,91.66,91.11,1.0
19.25,0.16,0.83,90.37,1.001,90.46,91.64,91.13,1.0
19.3,0.26,0.8,90.36,1.0,90.37,91.62,91.14,1.0
19.35,0.35,0.77,90.34,1.0,90.28,91.6,91.16,1.0
19.4,0.45,0.73,90.31,0.999,90.19,91.57,91.17,1.0
19.45,0.54,0.68,90.29,0.998,90.09,91.54,91.19,1.0
19.5,0.63,0.62,90.26,0.998,89.99,91.51,91.2,1.0
19.55,0.72,0.56,90.23,0.997,89.89,91.47,91.21,1.0
19.6,0.8,0.49,90.19,0.997,89.79,91.43,91.23,1.0
19.65,0.88,0.42,90.16,0.996,89.69,91.39,91.24,1.0
19.7,0.94,0.35,90.13,0.996,89.59,91.34,91.25,1.0
19.75,1.0,0.27,90.09,0.996,89.51,91.3,91.26,1.0
19.8,1.04,0.19,90.06,0.995,89.43,91.25,91.26,1.0
19.85,1.08,0.11,90.02,0.995,89.35,91.21,91.27,1.0
19.9,1.1,0.03,89.99,0.995,89.29,91.16,91.28,1.0
19.95,1.11,-0.05,89.96,0.995,89.24,91.12,91.28,1.0
20.0,1.11,-0.12,89.93,0.994,89.2,91.08,91.29,1.0
20.05,1.1,-0.2,89.9,0.994,89.17,91.04,91.29,1.0
20.1,1.07,-0.27,89.88,0.995,89.16,91.0,91.29,1.0
20.15,1.03,-0.33,89.85,0.995,89.16,90.97,91.29,1.0
20.2,0.97,-0.39,89.83,0.995,89.17,90.94,91.28,1.0
20.25,0.9,-0.45,89.81,0.995,89.2,90.91,91.28,1.0
20.3,0.82,-0.5,89.8,0.996,89.24,90.89,91.28,1.0
20.35,0.73,-0.54,89.78,0.996,89.29,90.87,91.27,1.0
20.4,0.63,-0.58,89.77,0.997,89.36,90.85,91.26,1.0
20.45,0.52,-0.61,89.76,0.998,89.43,90.84,91.26,1.0
20.5,0.4,-0.63,89.76,0.998,89.52,90.83,91.25,1.0
20.55,0.27,-0.64,89.75,0.999,89.61,90.82,91.24,1.0
20.6,0.14,-0.65,89.75,1.0,89.7,90.82,91.23,1.0
20.65,0.01,-0.65,89.75,1.0,89.81,90.83,91.22,1.0
20.7,-0.13,-0.64,89.75,1.001,89.91,90.83,91.21,1.0
20.75,-0.26,-0.63,89.76,1.002,90.02,90.84,91.2,1.0
20.8,-0.39,-0.61,89.76,1.003,90.12,90.86,91.19,1.0
20.85,-0.51,-0.58,89.77,1.004,90.22,90.87,91.18,1.0
20.9,-0.63,-0.55,89.78,1.004,90.32,90.89,91.17,1.0
20.95,-0.75,-0.51,89.8,1.005,90.41,90.92,91.16,1.0
21.0,-0.85,-0.46,89.81,1.005,90.49,90.94,91.15,1.0
21.05,-0.94,-0.42,89.82,1.006,90.56,90.97,91.14,1.0
21.1,-1.02,-0.36,89.84,1.006,90.62,91.0,91.13,1.0
21.15,-1.08,-0.31,89.86,1.006,90.67,91.03,91.12,1.0
21.2,-1.14,-0.25,89.87,1.007,90.7,91.06,91.12,1.0
21.25,-1.17,-0.18,89.89,1.007,90.73,91.1,91.11,1.0
21.3,-1.19,-0.12,89.91,1.006,90.74,91.13,91.1,1.0
21.35,-1.2,-0.06,89.93,1.006,90.73,91.16,91.1,1.0
21.4,-1.19,0.01,89.96,1.006,90.71,91.2,91.1,1.0
21.45,-1.17,0.07,89.98,1.005,90.68,91.23,91.09,1.0
21.5,-1.13,0.13,90.0,1.005,90.63,91.26,91.09,1.0
21.55,-1.07,0.2,90.02,1.004,90.58,91.29,91.09,1.0
21.6,-1.01,0.25,90.04,1.004,90.51,91.32,91.09,1.0
21.65,-0.93,0.31,90.07,1.003,90.43,91.35,91.09,1.0
21.7,-0.85,0.36,90.09,1.002,90.35,91.37,91.09,1.0
21.75,-0.76,0.41,90.11,1.001,90.26,91.39,91.1,1.0
21.8,-0.66,0.45,90.13,1.0,90.16,91.41,91.1,1.0
21.85,-0.55,0.49,90.15,0.999,90.07,91.43,91.11,1.0
21.9,-0.45,0.52,90.17,0.998,89.97,91.44,91.11,1.0
21.95,-0.34,0.54,90.19,0.997,89.87,91.45,91.12,1.0
22.0,-0.23,0.56,90.2,0.997,89.78,91.46,91.12,1.0
22.05,-0.13,0.57,90.21,0.996,89.69,91.46,91.13,1.0
22.1,-0.04,0.58,90.22,0.995,89.61,91.46,91.14,1.0
22.15,0.05,0.57,90.23,0.994,89.54,91.46,91.15,1.0
22.2,0.14,0.56,90.24,0.994,89.48,91.45,91.16,1.0
22.25,0.21,0.54,90.24,0.994,89.43,91.44,91.16,1.0
22.3,0.27,0.52,90.24,0.993,89.4,91.43,91.17,1.0
22.35,0.32,0.49,90.24,0.993,89.38,91.41,91.18,1.0
22.4,0.36,0.45,90.23,0.993,89.37,91.39,91.19,1.0
22.45,0.38,0.41,90.23,0.993,89.38,91.37,91.2,1.0
22.5,0.4,0.36,90.21,0.994,89.4,91.34,91.2,1.0
22.55,0.4,0.3,90.2,0.994,89.44,91.31,91.21,1.0
22.6,0.39,0.24,90.18,0.995,89.49,91.29,91.22,1.0
22.65,0.37,0.18,90.16,0.995,89.55,91.26,91.22,1.0
22.7,0.34,0.11,90.14,0.996,89.62,91.22,91.23,1.0
22.75,0.3,0.04,90.11,0.997,89.7,91.19,91.23,1.0
22.8,0.26,-0.03,90.08,0.998,89.79,91.16,91.24,1.0
22.85,0.21,-0.1,90.05,0.999,89.89,91.13,91.24,1.0
22.9,0.15,-0.16,90.02,1.0,89.99,91.1,91.24,1.0
22.95,0.1,-0.23,89.98,1.001,90.09,91.07,91.24,1.0
23.0,0.04,-0.3,89.95,1.002,90.19,91.04,91.24,1.0
23.05,-0.01,-0.36,89.92,1.003,90.29,91.02,91.24,1.0
23.1,-0.06,-0.41,89.88,1.004,90.38,90.99,91.24,1.0
23.15,-0.11,-0.47,89.85,1.005,90.47,90.97,91.24,1.0
23.2,-0.14,-0.51,89.82,1.006,90.55,90.95,91.23,1.0
23.25,-0.17,-0.55,89.79,1.007,90.62,90.94,91.23,1.0
23.3,-0.18,-0.58,89.77,1.007,90.67,90.93,91.22,1.0
23.35,-0.18,-0.6,89.74,1.008,90.71,90.92,91.22,1.0
23.4,-0.17,-0.62,89.72,1.008,90.74,90.92,91.21,1.0
23.45,-0.15,-0.62,89.71,1.009,90.76,90.92,91.21,1.0
23.5,-0.11,-0.62,89.7,1.009,90.75,90.93,91.2,1.0
23.55,-0.05,-0.6,89.69,1.008,90.73,90.94,91.19,1.0
23.6,0.01,-0.58,89.69,1.008,90.7,90.95,91.19,1.0
23.65,0.09,-0.55,89.69,1.008,90.65,90.97,91.18,1.0
23.7,0.19,-0.51,89.7,1.007,90.58,90.99,91.17,1.0
23.75,0.29,-0.46,89.71,1.006,90.5,91.01,91.16,1.0
23.8,0.41,-0.4,89.73,1.005,90.41,91.04,91.16,1.0
23.85,0.53,-0.34,89.75,1.004,90.31,91.07,91.15,1.0
23.9,0.65,-0.26,89.78,1.003,90.19,91.1,91.15,1.0
23.95,0.79,-0.19,89.81,1.002,90.07,91.14,91.14,1.0
24.0,0.92,-0.11,89.85,1.001,89.95,91.17,91.14,1.0
24.05,1.05,-0.02,89.89,0.999,89.82,91.21,91.14,1.0
24.1,1.17,0.06,89.93,0.998,89.69,91.25,91.13,1.0
24.15,1.29,0.15,89.98,0.996,89.56,91.28,91.13,1.0
24.2,1.4,0.23,90.02,0.995,89.44,91.32,91.13,1.0
24.25,1.5,0.32,90.07,0.994,89.32,91.35,91.13,1.0
24.3,1.58,0.4,90.12,0.993,89.21,91.38,91.13,1.0
24.35,1.65,0.47,90.16,0.991,89.11,91.41,91.13,1.0
24.4,1.69,0.54,90.21,0.99,89.03,91.43,91.14,1.0
24.45,1.72,0.6,90.25,0.99,88.96,91.45,91.14,1.0
24.5,1.72,0.65,90.29,0.989,88.9,91.47,91.15,1.0
24.55,1.7,0.7,90.33,0.988,88.87,91.48,91.15,1.0
24.6,1.65,0.73,90.36,0.988,88.85,91.48,91.16,1.0
24.65,1.58,0.76,90.38,0.988,88.85,91.48,91.16,1.0
24.7,1.48,0.77,90.4,0.988,88.87,91.48,91.17,1.0
24.75,1.36,0.77,90.41,0.988,88.91,91.47,91.18,1.0
24.8,1.21,0.75,90.42,0.988,88.96,91.45,91.19,1.0
24.85,1.04,0.73,90.42,0.989,89.04,91.43,91.19,1.0
24.9,0.85,0.69,90.41,0.99,89.13,91.41,91.2,1.0
24.95,0.64,0.64,90.4,0.991,89.23,91.37,91.21,1.0
25.0,0.41,0.58,90.38,0.992,89.35,91.34,91.21,1.0
25.05,0.17,0.51,90.35,0.993,89.48,91.3,91.22,1.0
25.1,-0.09,0.43,90.31,0.994,89.62,91.26,91.23,1.0
25.15,-0.35,0.35,90.27,0.996,89.76,91.21,91.23,1.0
25.2,-0.62,0.25,90.22,0.998,89.91,91.16,91.24,1.0
25.25,-0.89,0.15,90.17,0.999,90.06,91.11,91.24,1.0
25.3,-1.16,0.04,90.11,1.001,90.21,91.06,91.24,1.0
25.35,-1.42,-0.07,90.06,1.003,90.36,91.01,91.24,1.0
25.4,-1.68,-0.17,89.99,1.004,90.5,90.96,91.24,1.0
25.45,-1.92,-0.28,89.93,1.006,90.63,90.91,91.24,1.0
25.5,-2.14,-0.39,89.87,1.007,90.76,90.87,91.24,1.0
25.55,-2.35,-0.49,89.81,1.009,90.87,90.83,91.23,1.0
25.6,-2.54,-0.59,89.74,1.01,90.97,90.79,91.23,1.0
25.65,-2.69,-0.68,89.69,1.011,91.05,90.76,91.22,1.0
25.7,-2.83,-0.76,89.63,1.012,91.13,90.73,91.21,1.0
25.75,-2.93,-0.83,89.58,1.013,91.18,90.71,91.21,1.0
25.8,-3.0,-0.88,89.54,1.014,91.22,90.69,91.2,1.0
25.85,-3.04,-0.93,89.51,1.014,91.24,90.69,91.19,1.0
25.9,-3.05,-0.96,89.48,1.015,91.24,90.69,91.17,1.0
25.95,-3.03,-0.98,89.46,1.015,91.23,90.7,91.16,1.0
26.0,-2.97,-0.98,89.44,1.015,91.21,90.71,91.15,1.0
26.05,-2.88,-0.96,89.44,1.014,91.16,90.74,91.14,1.0
26.1,-2.76,-0.93,89.45,1.014,91.11,90.77,91.13,1.0
26.15,-2.6,-0.89,89.46,1.013,91.04,90.81,91.11,1.0
26.2,-2.43,-0.83,89.48,1.012,90.96,90.85,91.1,1.0
26.25,-2.22,-0.76,89.52,1.011,90.88,90.91,91.09,1.0
26.3,-1.99,-0.67,89.56,1.01,90.78,90.96,91.08,1.0
26.35,-1.74,-0.57,89.61,1.009,90.68,91.03,91.07,1.0
26.4,-1.47,-0.47,89.67,1.008,90.57,91.1,91.06,1.0
26.45,-1.19,-0.35,89.73,1.006,90.47,91.17,91.06,1.0
26.5,-0.9,-0.23,89.8,1.005,90.36,91.24,91.05,1.0
26.55,-0.6,-0.1,89.87,1.003,90.25,91.32,91.05,1.0
26.6,-0.29,0.04,89.95,1.002,90.15,91.39,91.05,1.0
26.65,0.02,0.17,90.03,1.0,90.05,91.47,91.05,1.0
26.7,0.32,0.31,90.11,0.999,89.96,91.54,91.05,1.0
26.75,0.62,0.44,90.18,0.998,89.87,91.61,91.05,1.0
26.8,0.92,0.56,90.26,0.996,89.79,91.67,91.06,1.0
26.85,1.2,0.68,90.34,0.995,89.72,91.73,91.07,1.0
26.9,1.46,0.79,90.41,0.994,89.66,91.79,91.08,1.0
26.95,1.72,0.89,90.47,0.993,89.6,91.83,91.09,1.0
27.0,1.95,0.98,90.53,0.992,89.55,91.87,91.1,1.0
27.05,2.16,1.05,90.58,0.991,89.51,91.9,91.12,1.0
27.1,2.36,1.1,90.62,0.991,89.48,91.92,91.13,1.0
27.15,2.52,1.15,90.65,0.99,89.46,91.93,91.15,1.0
27.2,2.67,1.17,90.67,0.99,89.44,91.93,91.17,1.0
27.25,2.79,1.18,90.69,0.99,89.42,91.92,91.19,1.0
27.3,2.89,1.16,90.69,0.99,89.41,91.9,91.21,1.0
27.35,2.96,1.13,90.68,0.99,89.4,91.87,91.23,1.0
27.4,3.0,1.09,90.65,0.99,89.39,91.83,91.25,1.0
27.45,3.03,1.02,90.62,0.99,89.38,91.77,91.27,1.0
27.5,3.03,0.94,90.58,0.99,89.38,91.71,91.28,1.0
27.55,3.0,0.84,90.53,0.99,89.37,91.64,91.3,1.0
27.6,2.96,0.73,90.47,0.991,89.36,91.56,91.32,1.0
27.65,2.89,0.61,90.4,0.991,89.34,91.48,91.33,1.0
27.7,2.81,0.48,90.32,0.992,89.33,91.39,91.35,1.0
27.75,2.7,0.34,90.24,0.992,89.31,91.29,91.36,1.0
27.8,2.58,0.19,90.15,0.993,89.29,91.19,91.37,1.0
27.85,2.45,0.04,90.06,0.993,89.26,91.09,91.38,1.0
27.9,2.3,-0.11,89.97,0.994,89.24,90.99,91.38,1.0
27.95,2.14,-0.27,89.88,0.994,89.21,90.89,91.38,1.0
28.0,1.96,-0.42,89.79,0.995,89.18,90.79,91.38,1.0
28.05,1.78,-0.56,89.7,0.995,89.15,90.7,91.38,1.0
28.1,1.59,-0.7,89.62,0.996,89.12,90.61,91.38,1.0
28.15,1.39,-0.82,89.54,0.996,89.1,90.53,91.37,1.0
28.2,1.18,-0.94,89.47,0.997,89.08,90.45,91.36,1.0
28.25,0.97,-1.04,89.4,0.997,89.06,90.38,91.34,1.0
28.3,0.75,-1.13,89.35,0.997,89.05,90.33,91.33,1.0
28.35,0.53,-1.2,89.3,0.998,89.05,90.28,91.31,1.0
28.4,0.31,-1.25,89.27,0.998,89.07,90.25,91.29,1.0
28.45,0.08,-1.28,89.25,0.999,89.09,90.23,91.27,1.0
28.5,-0.14,-1.29,89.24,0.999,89.12,90.22,91.25,1.0
28.55,-0.37,-1.29,89.24,0.999,89.17,90.22,91.22,1.0
28.6,-0.6,-1.26,89.25,1.0,89.23,90.24,91.2,1.0
28.65,-0.82,-1.22,89.28,1.0,89.31,90.26,91.17,1.0
28.7,-1.05,-1.16,89.31,1.001,89.4,90.31,91.14,1.0
28.75,-1.27,-1.08,89.36,1.001,89.51,90.36,91.12,1.0
28.8,-1.49,-0.98,89.42,1.002,89.63,90.42,91.09,1.0
28.85,-1.7,-0.87,89.48,1.002,89.77,90.5,91.07,1.0
28.9,-1.9,-0.74,89.56,1.003,89.92,90.58,91.04,1.0
28.95,-2.1,-0.61,89.64,1.004,90.08,90.67,91.02,1.0
29.0,-2.29,-0.46,89.73,1.005,90.26,90.77,91.0,1.0
29.05,-2.47,-0.31,89.82,1.005,90.44,90.88,90.98,1.0
29.1,-2.63,-0.15,89.92,1.006,90.63,90.99,90.97,1.0
29.15,-2.79,0.01,90.01,1.007,90.82,91.1,90.95,1.0
29.2,-2.92,0.17,90.11,1.008,91.01,91.21,90.94,1.0
29.25,-3.04,0.32,90.2,1.009,91.2,91.32,90.93,1.0
29.3,-3.14,0.47,90.3,1.009,91.39,91.43,90.93,1.0
29.35,-3.23,0.62,90.38,1.01,91.57,91.54,90.93,1.0
29.4,-3.29,0.75,90.46,1.011,91.74,91.64,90.93,1.0
29.45,-3.32,0.88,90.54,1.012,91.89,91.74,90.93,1.0
29.5,-3.33,0.98,90.6,1.012,92.02,91.83,90.94,1.0
29.55,-3.32,1.08,90.66,1.013,92.14,91.91,90.95,1.0
29.6,-3.28,1.16,90.7,1.013,92.23,91.98,90.96,1.0
29.65,-3.21,1.22,90.74,1.013,92.3,92.04,90.98,1.0
29.7,-3.11,1.26,90.76,1.014,92.34,92.08,90.99,1.0
29.75,-2.98,1.28,90.77,1.014,92.35,92.12,91.01,1.0
29.8,-2.83,1.28,90.77,1.013,92.34,92.14,91.04,1.0
29.85,-2.65,1.27,90.75,1.013,92.29,92.15,91.06,1.0
29.9,-2.44,1.23,90.73,1.013,92.21,92.14,91.08,1.0
29.95,-2.2,1.18,90.69,1.012,92.1,92.13,91.11,1.0
30.0,-1.94,1.11,90.64,1.011,91.96,92.1,91.14,1.0
30.05,-1.65,1.02,90.59,1.01,91.79,92.06,91.16,1.0
30.1,-1.35,0.92,90.52,1.009,91.59,92.0,91.19,1.0
30.15,-1.02,0.81,90.45,1.007,91.36,91.94,91.22,1.0
30.2,-0.68,0.68,90.37,1.006,91.11,91.87,91.24,1.0
30.25,-0.33,0.55,90.28,1.004,90.84,91.79,91.27,1.0
30.3,0.04,0.41,90.19,1.003,90.56,91.7,91.29,1.0
30.35,0.4,0.26,90.1,1.001,90.25,91.6,91.31,1.0
30.4,0.78,0.11,90.01,0.999,89.94,91.51,91.33,1.0
30.45,1.15,-0.04,89.92,0.997,89.62,91.4,91.35,1.0
30.5,1.51,-0.18,89.83,0.995,89.3,91.3,91.37,1.0
30.55,1.86,-0.32,89.75,0.993,88.98,91.2,91.38,1.0
30.6,2.2,-0.46,89.67,0.992,88.67,91.1,91.39,1.0
30.65,2.52,-0.58,89.59,0.99,88.38,91.0,91.4,1.0
30.7,2.82,-0.7,89.52,0.988,88.1,90.9,91.4,1.0
30.75,3.1,-0.8,89.47,0.987,87.84,90.81,91.41,1.0
30.8,3.34,-0.89,89.42,0.985,87.6,90.73,91.4,1.0
30.85,3.56,-0.97,89.38,0.984,87.4,90.66,91.4,1.0
30.9,3.74,-1.03,89.35,0.983,87.23,90.59,91.39,1.0
30.95,3.88,-1.07,89.33,0.982,87.1,90.53,91.39,1.0
31.0,3.98,-1.1,89.32,0.981,87.0,90.49,91.37,1.0
31.05,4.04,-1.11,89.32,0.981,86.95,90.45,91.36,1.0
31.1,4.06,-1.1,89.34,0.981,86.93,90.42,91.34,1.0
31.15,4.04,-1.07,89.36,0.981,86.96,90.41,91.33,1.0
31.2,3.98,-1.03,89.4,0.981,87.03,90.41,91.31,1.0
31.25,3.87,-0.98,89.44,0.982,87.14,90.41,91.29,1.0
31.3,3.73,-0.91,89.49,0.983,87.29,90.43,91.27,1.0
31.35,3.54,-0.83,89.55,0.984,87.47,90.46,91.24,1.0
31.4,3.32,-0.74,89.61,0.985,87.69,90.5,91.22,1.0
31.45,3.07,-0.63,89.68,0.986,87.94,90.54,91.2,1.0
31.5,2.78,-0.52,89.76,0.988,88.22,90.6,91.18,1.0
31.55,2.47,-0.41,89.83,0.99,88.51,90.66,91.16,1.0
31.6,2.13,-0.29,89.91,0.992,88.82,90.72,91.14,1.0
31.65,1.77,-0.17,89.99,0.994,89.15,90.79,91.12,1.0
31.7,1.4,-0.05,90.06,0.996,89.48,90.86,91.1,1.0
31.75,1.01,0.07,90.14,0.998,89.82,90.94,91.08,1.0
31.8,0.62,0.18,90.2,1.0,90.15,91.01,91.07,1.0
31.85,0.23,0.29,90.27,1.002,90.47,91.09,91.06,1.0
31.9,-0.16,0.39,90.33,1.004,90.78,91.16,91.05,1.0
31.95,-0.54,0.48,90.38,1.006,91.08,91.23,91.04,1.0
32.0,-0.91,0.57,90.42,1.008,91.35,91.29,91.03,1.0
32.05,-1.27,0.64,90.46,1.01,91.6,91.35,91.03,1.0
32.1,-1.6,0.69,90.49,1.011,91.82,91.41,91.02,1.0
32.15,-1.91,0.74,90.5,1.013,92.01,91.45,91.02,1.0
32.2,-2.2,0.77,90.51,1.014,92.17,91.49,91.02,1.0
32.25,-2.45,0.79,90.51,1.015,92.3,91.53,91.03,1.0
32.3,-2.67,0.79,90.51,1.016,92.39,91.55,91.03,1.0
32.35,-2.86,0.79,90.49,1.017,92.45,91.57,91.04,1.0
32.4,-3.02,0.76,90.46,1.017,92.47,91.58,91.05,1.0
32.45,-3.13,0.73,90.43,1.017,92.46,91.58,91.05,1.0
32.5,-3.21,0.69,90.39,1.017,92.41,91.58,91.06,1.0
32.55,-3.26,0.63,90.35,1.017,92.33,91.57,91.08,1.0
32.6,-3.26,0.57,90.3,1.016,92.22,91.55,91.09,1.0
32.65,-3.24,0.5,90.24,1.015,92.08,91.52,91.1,1.0
32.7,-3.17,0.42,90.19,1.014,91.92,91.49,91.11,1.0
32.75,-3.08,0.34,90.13,1.013,91.73,91.46,91.12,1.0
32.8,-2.96,0.26,90.07,1.012,91.53,91.42,91.13,1.0
32.85,-2.8,0.17,90.01,1.01,91.31,91.38,91.14,1.0
32.9,-2.63,0.09,89.95,1.009,91.08,91.34,91.15,1.0
32.95,-2.43,0.0,89.9,1.007,90.84,91.3,91.16,1.0
33.0,-2.21,-0.08,89.85,1.006,90.6,91.26,91.17,1.0
33.05,-1.98,-0.15,89.8,1.004,90.36,91.22,91.18,1.0
33.1,-1.74,-0.22,89.76,1.003,90.12,91.18,91.19,1.0
33.15,-1.48,-0.29,89.72,1.001,89.89,91.14,91.19,1.0
33.2,-1.23,-0.34,89.69,0.999,89.67,91.11,91.2,1.0
33.25,-0.97,-0.39,89.67,0.998,89.46,91.08,91.2,1.0
33.3,-0.71,-0.42,89.66,0.997,89.27,91.05,91.21,1.0
33.35,-0.46,-0.45,89.65,0.995,89.1,91.03,91.21,1.0
33.4,-0.21,-0.47,89.65,0.994,88.96,91.01,91.21,1.0
33.45,0.03,-0.48,89.65,0.993,88.83,91.0,91.21,1.0
33.5,0.25,-0.48,89.66,0.992,88.74,91.0,91.21,1.0
33.55,0.46,-0.46,89.68,0.992,88.66,91.0,91.21,1.0
33.6,0.66,-0.44,89.71,0.991,88.61,91.0,91.2,1.0
33.65,0.84,-0.41,89.74,0.991,88.59,91.01,91.2,1.0
33.7,1.0,-0.38,89.78,0.99,88.59,91.03,91.2,1.0
33.75,1.14,-0.33,89.82,0.99,88.62,91.04,91.19,1.0
33.8,1.27,-0.28,89.86,0.99,88.66,91.07,91.19,1.0
33.85,1.37,-0.23,89.9,0.991,88.73,91.09,91.19,1.0
33.9,1.46,-0.17,89.95,0.991,88.81,91.12,91.18,1.0
33.95,1.52,-0.11,90.0,0.991,88.9,91.15,91.18,1.0
34.0,1.57,-0.05,90.04,0.992,89.01,91.17,91.18,1.0
34.05,1.6,0.01,90.09,0.993,89.13,91.2,91.18,1.0
34.1,1.62,0.06,90.13,0.993,89.25,91.23,91.17,1.0
34.15,1.62,0.12,90.17,0.994,89.38,91.26,91.17,1.0
34.2,1.61,0.17,90.2,0.995,89.5,91.28,91.17,1.0
34.25,1.58,0.21,90.23,0.996,89.63,91.31,91.17,1.0
34.3,1.54,0.25,90.26,0.996,89.75,91.32,91.17,1.0
34.35,1.5,0.29,90.28,0.997,89.86,91.34,91.17,1.0
34.4,1.44,0.31,90.29,0.998,89.96,91.35,91.18,1.0
34.45,1.38,0.33,90.3,0.999,90.06,91.35,91.18,1.0
34.5,1.31,0.34,90.3,0.999,90.14,91.35,91.18,1.0
34.55,1.24,0.35,90.29,1.0,90.21,91.35,91.18,1.0
34.6,1.16,0.34,90.28,1.0,90.27,91.34,91.19,1.0
34.65,1.08,0.33,90.26,1.001,90.31,91.33,91.19,1.0
34.7,0.99,0.31,90.24,1.001,90.34,91.31,91.19,1.0
34.75,0.91,0.28,90.21,1.001,90.36,91.28,91.2,1.0
34.8,0.82,0.25,90.18,1.002,90.36,91.26,91.2,1.0
34.85,0.74,0.21,90.15,1.002,90.35,91.23,91.2,1.0
34.9,0.65,0.16,90.11,1.002,90.33,91.19,91.21,1.0
34.95,0.57,0.11,90.07,1.002,90.3,91.16,91.21,1.0
35.0,0.48,0.06,90.02,1.002,90.27,91.12,91.21,1.0
35.05,0.4,0.01,89.98,1.002,90.23,91.08,91.21,1.0
35.1,0.32,-0.05,89.94,1.002,90.18,91.04,91.21,1.0
35.15,0.23,-0.1,89.89,1.002,90.13,91.01,91.21,1.0
35.2,0.15,-0.15,89.85,1.002,90.09,90.97,91.21,1.0
35.25,0.07,-0.2,89.81,1.002,90.04,90.94,91.2,1.0
35.3,-0.01,-0.25,89.78,1.001,90.0,90.91,91.2,1.0
35.35,-0.1,-0.29,89.75,1.001,89.96,90.88,91.2,1.0
35.4,-0.18,-0.32,89.72,1.001,89.93,90.86,91.19,1.0
35.45,-0.26,-0.36,89.7,1.001,89.9,90.84,91.19,1.0
35.5,-0.34,-0.38,89.69,1.001,89.89,90.83,91.18,1.0
35.55,-0.42,-0.4,89.68,1.001,89.88,90.82,91.17,1.0
35.6,-0.49,-0.41,89.67,1.001,89.88,90.82,91.17,1.0
35.65,-0.57,-0.41,89.67,1.001,89.89,90.83,91.16,1.0
35.7,-0.64,-0.4,89.68,1.001,89.91,90.84,91.15,1.0
35.75,-0.71,-0.39,89.7,1.002,89.95,90.86,91.14,1.0
35.8,-0.78,-0.37,89.71,1.002,89.98,90.88,91.13,1.0
35.85,-0.84,-0.34,89.74,1.002,90.03,90.91,91.12,1.0
35.9,-0.9,-0.3,89.77,1.002,90.09,90.95,91.12,1.0
35.95,-0.95,-0.26,89.8,1.002,90.14,90.99,91.11,1.0
36.0,-0.99,-0.22,89.84,1.003,90.21,91.03,91.1,1.0
36.05,-1.03,-0.17,89.88,1.003,90.27,91.08,91.1,1.0
36.1,-1.06,-0.12,89.92,1.003,90.34,91.13,91.09,1.0
36.15,-1.08,-0.06,89.97,1.003,90.4,91.18,91.09,1.0
36.2,-1.09,-0.0,90.01,1.004,90.46,91.23,91.08,1.0
36.25,-1.09,0.05,90.05,1.004,90.52,91.28,91.08,1.0
36.3,-1.08,0.11,90.1,1.004,90.57,91.33,91.08,1.0
36.35,-1.05,0.16,90.14,1.004,90.61,91.38,91.08,1.0
36.4,-1.02,0.22,90.18,1.004,90.64,91.42,91.08,1.0
36.45,-0.97,0.26,90.21,1.004,90.66,91.47,91.09,1.0
36.5,-0.91,0.31,90.25,1.004,90.67,91.5,91.09,1.0
36.55,-0.84,0.35,90.27,1.003,90.67,91.54,91.09,1.0
36.6,-0.76,0.38,90.3,1.003,90.65,91.57,91.1,1.0
36.65,-0.67,0.41,90.32,1.003,90.62,91.59,91.11,1.0
36.7,-0.57,0.43,90.33,1.002,90.58,91.6,91.12,1.0
36.75,-0.47,0.44,90.34,1.002,90.52,91.61,91.13,1.0
36.8,-0.35,0.45,90.34,1.001,90.45,91.61,91.14,1.0
36.85,-0.23,0.44,90.33,1.001,90.37,91.61,91.15,1.0
36.9,-0.11,0.43,90.32,1.0,90.28,91.6,91.16,1.0
36.95,0.02,0.42,90.31,0.999,90.18,91.58,91.17,1.0
37.0,0.15,0.4,90.29,0.999,90.07,91.55,91.18,1.0
37.05,0.28,0.37,90.26,0.998,89.95,91.52,91.2,1.0
37.1,0.41,0.33,90.23,0.997,89.84,91.48,91.21,1.0
37.15,0.53,0.29,90.2,0.996,89.72,91.44,91.22,1.0
37.2,0.65,0.25,90.17,0.996,89.6,91.4,91.23,1.0
37.25,0.76,0.2,90.13,0.995,89.48,91.35,91.24,1.0
37.3,0.86,0.15,90.09,0.994,89.37,91.29,91.25,1.0
37.35,0.95,0.09,90.05,0.994,89.26,91.24,91.25,1.0
37.4,1.03,0.04,90.01,0.993,89.17,91.19,91.26,1.0
37.45,1.09,-0.01,89.97,0.993,89.08,91.13,91.26,1.0
37.5,1.14,-0.06,89.93,0.993,89.01,91.08,91.27,1.0
37.55,1.18,-0.11,89.89,0.993,88.96,91.03,91.27,1.0
