t,roll,pitch,true_hdg,acc_g,naive_hdg,module_hdg,stab_hdg,mag_trust
18.8,44.67,0.07,90.51,0.782,56.46,86.11,92.77,1.0
18.85,43.57,-0.09,90.39,0.781,56.1,85.51,92.72,1.0
18.9,42.29,-0.23,90.27,0.781,55.82,84.92,91.51,1.0
18.95,40.84,-0.37,90.15,0.781,55.63,84.33,91.48,1.0
19.0,39.22,-0.5,90.04,0.782,55.53,83.76,91.43,1.0
19.05,37.44,-0.62,89.93,0.783,55.54,83.2,90.14,1.0
19.1,35.51,-0.73,89.82,0.784,55.66,82.66,90.11,1.0
19.15,33.43,-0.82,89.72,0.786,55.89,82.13,90.05,1.0
19.2,31.21,-0.9,89.64,0.789,56.25,81.64,88.73,1.0
19.25,28.87,-0.96,89.56,0.792,56.73,81.16,88.7,1.0
19.3,26.41,-1.01,89.49,0.796,57.34,80.72,88.64,1.0
19.35,23.85,-1.04,89.43,0.801,58.08,80.3,87.32,1.0
19.4,21.2,-1.06,89.38,0.806,58.95,79.92,87.29,1.0
19.45,18.48,-1.05,89.34,0.811,59.95,79.57,87.23,1.0
19.5,15.7,-1.03,89.31,0.818,61.08,79.25,85.95,1.0
19.55,12.88,-1.0,89.3,0.825,62.33,78.98,85.92,1.0
19.6,10.04,-0.95,89.3,0.832,63.7,78.74,85.87,1.0
19.65,7.19,-0.88,89.3,0.84,65.16,78.54,84.68,1.0
19.7,4.35,-0.81,89.32,0.849,66.72,78.38,84.66,1.0
19.75,1.54,-0.72,89.35,0.858,68.35,78.26,84.61,1.0
19.8,-1.22,-0.62,89.38,0.868,70.04,78.17,83.55,1.0
19.85,-3.92,-0.51,89.42,0.877,71.77,78.13,83.53,1.0
19.9,-6.54,-0.4,89.47,0.888,73.52,78.11,83.49,1.0
19.95,-9.06,-0.28,89.52,0.898,75.27,78.14,83.44,1.0
20.0,-11.46,-0.16,89.58,0.909,77.01,78.19,82.32,1.0
20.05,-13.73,-0.05,89.63,0.919,78.71,78.28,82.31,1.0
20.1,-15.85,0.07,89.69,0.93,80.36,78.38,82.28,1.0
20.15,-17.82,0.17,89.74,0.94,81.95,78.52,82.24,1.0
20.2,-19.61,0.27,89.79,0.951,83.46,78.67,82.19,1.0
20.25,-21.23,0.36,89.84,0.961,84.88,78.84,82.13,1.0
20.3,-22.65,0.44,89.88,0.97,86.2,79.02,82.07,1.0
20.35,-23.88,0.51,89.92,0.979,87.43,79.22,81.02,1.0
20.4,-24.91,0.56,89.94,0.988,88.55,79.42,81.02,1.0
20.45,-25.73,0.59,89.96,0.996,89.56,79.62,81.0,1.0
20.5,-26.34,0.6,89.97,1.003,90.47,79.83,80.99,1.0
20.55,-26.74,0.6,89.96,1.01,91.27,80.04,80.97,1.0
20.6,-26.94,0.57,89.95,1.016,91.97,80.24,80.96,1.0
20.65,-26.93,0.53,89.92,1.021,92.56,80.44,80.94,1.0
20.7,-26.73,0.46,89.88,1.026,93.07,80.63,80.92,1.0
20.75,-26.34,0.38,89.83,1.03,93.48,80.82,80.91,1.0
20.8,-25.76,0.27,89.77,1.034,93.81,80.99,80.9,1.0
20.85,-25.02,0.14,89.7,1.037,94.06,81.16,80.89,1.0
20.9,-24.11,0.0,89.62,1.039,94.24,81.32,80.88,1.0
20.95,-23.06,-0.16,89.53,1.041,94.36,81.47,80.88,1.0
21.0,-21.88,-0.33,89.43,1.043,94.42,81.61,80.87,1.0
21.05,-20.57,-0.52,89.33,1.044,94.44,81.74,80.88,1.0
21.1,-19.16,-0.71,89.22,1.045,94.42,81.86,80.88,1.0
21.15,-17.66,-0.92,89.1,1.045,94.37,81.97,80.89,1.0
21.2,-16.09,-1.13,88.98,1.046,94.3,82.08,80.91,1.0
21.25,-14.46,-1.34,88.86,1.046,94.22,82.19,80.92,1.0
21.3,-12.79,-1.56,88.75,1.047,94.13,82.29,80.94,1.0
21.35,-11.09,-1.77,88.63,1.047,94.05,82.39,80.97,1.0
21.4,-9.38,-1.97,88.52,1.047,93.98,82.49,80.99,1.0
21.45,-7.67,-2.17,88.41,1.048,93.92,82.6,81.02,1.0
21.5,-5.98,-2.36,88.31,1.048,93.89,82.71,81.06,1.0
21.55,-4.31,-2.54,88.22,1.049,93.89,82.82,81.09,1.0
21.6,-2.69,-2.7,88.13,1.05,93.91,82.95,81.13,1.0
21.65,-1.12,-2.84,88.06,1.051,93.97,83.08,81.17,1.0
21.7,0.39,-2.96,88.0,1.053,94.07,83.22,81.21,1.0
21.75,1.82,-3.06,87.96,1.054,94.2,83.38,81.26,1.0
21.8,3.18,-3.14,87.92,1.056,94.37,83.55,81.31,1.0
21.85,4.45,-3.2,87.9,1.058,94.57,83.73,81.37,1.0
21.9,5.63,-3.23,87.9,1.061,94.8,83.93,81.42,1.0
21.95,6.72,-3.23,87.91,1.063,95.06,84.15,81.49,1.0
22.0,7.7,-3.21,87.94,1.065,95.35,84.38,82.53,1.0
22.05,8.59,-3.16,87.98,1.068,95.65,84.63,82.53,1.0
22.1,9.37,-3.09,88.03,1.071,95.97,84.89,82.55,1.0
22.15,10.05,-2.99,88.1,1.073,96.31,85.17,82.58,1.0
22.2,10.62,-2.87,88.18,1.076,96.64,85.46,82.61,1.0
22.25,11.09,-2.72,88.27,1.079,96.98,85.76,82.65,1.0
22.3,11.46,-2.56,88.38,1.081,97.32,86.08,82.7,1.0
22.35,11.73,-2.37,88.49,1.084,97.64,86.4,82.76,1.0
22.4,11.9,-2.17,88.62,1.086,97.96,86.74,83.82,1.0
22.45,11.97,-1.95,88.75,1.088,98.26,87.08,83.84,1.0
22.5,11.95,-1.72,88.89,1.09,98.54,87.43,83.86,1.0
22.55,11.85,-1.48,89.03,1.091,98.8,87.78,83.9,1.0
22.6,11.66,-1.23,89.18,1.092,99.03,88.13,83.95,1.0
22.65,11.38,-0.98,89.33,1.093,99.24,88.48,84.01,1.0
22.7,11.02,-0.72,89.48,1.094,99.43,88.83,85.17,1.0
22.75,10.59,-0.46,89.63,1.094,99.59,89.18,85.19,1.0
22.8,10.08,-0.21,89.78,1.094,99.72,89.52,85.22,1.0
22.85,9.51,0.04,89.92,1.094,99.83,89.85,85.26,1.0
22.9,8.86,0.28,90.06,1.094,99.91,90.17,85.32,1.0
22.95,8.15,0.51,90.19,1.093,99.98,90.49,86.47,1.0
23.0,7.38,0.73,90.32,1.093,100.02,90.79,86.49,1.0
23.05,6.54,0.93,90.43,1.092,100.05,91.08,86.52,1.0
23.1,5.66,1.12,90.54,1.091,100.06,91.36,86.57,1.0
23.15,4.72,1.29,90.64,1.09,100.07,91.62,86.63,1.0
23.2,3.73,1.44,90.74,1.089,100.06,91.87,87.82,1.0
23.25,2.69,1.58,90.82,1.088,100.06,92.1,87.84,1.0
23.3,1.61,1.69,90.89,1.088,100.05,92.33,87.87,1.0
23.35,0.5,1.78,90.95,1.087,100.05,92.53,87.92,1.0
23.4,-0.65,1.85,91.0,1.086,100.05,92.73,87.98,1.0
23.45,-1.83,1.9,91.04,1.086,100.07,92.91,89.13,1.0
23.5,-3.04,1.94,91.07,1.086,100.1,93.08,89.14,1.0
23.55,-4.26,1.95,91.09,1.086,100.14,93.24,89.17,1.0
23.6,-5.49,1.94,91.1,1.087,100.2,93.39,89.21,1.0
23.65,-6.73,1.92,91.11,1.088,100.28,93.53,89.27,1.0
23.7,-7.96,1.87,91.11,1.089,100.38,93.66,90.3,1.0
23.75,-9.19,1.82,91.1,1.09,100.5,93.78,90.32,1.0
23.8,-10.4,1.75,91.08,1.092,100.64,93.9,90.34,1.0
23.85,-11.59,1.67,91.07,1.094,100.79,94.02,90.38,1.0
23.9,-12.74,1.58,91.04,1.096,100.96,94.13,90.43,1.0
23.95,-13.85,1.49,91.02,1.098,101.14,94.25,90.48,1.0
24.0,-14.91,1.39,90.99,1.101,101.33,94.36,91.52,1.0
24.05,-15.92,1.29,90.96,1.103,101.53,94.47,91.53,1.0
24.1,-16.85,1.18,90.93,1.106,101.73,94.58,91.55,1.0
24.15,-17.71,1.08,90.91,1.109,101.93,94.7,91.59,1.0
24.2,-18.48,0.98,90.88,1.112,102.13,94.81,91.63,1.0
24.25,-19.17,0.88,90.86,1.114,102.32,94.93,91.68,1.0
24.3,-19.75,0.8,90.84,1.117,102.5,95.06,91.73,1.0
24.35,-20.23,0.72,90.82,1.119,102.66,95.19,92.73,1.0
24.4,-20.6,0.65,90.81,1.121,102.8,95.32,92.74,1.0
24.45,-20.86,0.59,90.8,1.122,102.92,95.46,92.76,1.0
24.5,-20.99,0.54,90.79,1.124,103.02,95.6,92.79,1.0
24.55,-21.01,0.5,90.79,1.124,103.08,95.75,92.83,1.0
24.6,-20.9,0.48,90.8,1.125,103.12,95.9,92.87,1.0
24.65,-20.66,0.47,90.81,1.125,103.12,96.05,92.92,1.0
24.7,-20.31,0.48,90.83,1.124,103.08,96.2,92.98,1.0
24.75,-19.83,0.5,90.85,1.123,103.01,96.36,94.0,1.0
24.8,-19.24,0.53,90.88,1.121,102.9,96.51,94.01,1.0
24.85,-18.53,0.58,90.91,1.119,102.76,96.66,94.03,1.0
24.9,-17.71,0.64,90.94,1.116,102.57,96.82,94.06,1.0
24.95,-16.8,0.71,90.98,1.113,102.35,96.96,94.09,1.0
25.0,-15.79,0.79,91.02,1.11,102.09,97.11,94.14,1.0
25.05,-14.7,0.87,91.06,1.106,101.79,97.25,94.19,1.0
25.1,-13.54,0.97,91.1,1.101,101.47,97.38,94.24,1.0
25.15,-12.31,1.07,91.14,1.097,101.11,97.5,94.31,1.0
25.2,-11.03,1.17,91.19,1.092,100.72,97.62,95.39,1.0
25.25,-9.71,1.28,91.23,1.087,100.31,97.72,95.4,1.0
25.3,-8.37,1.39,91.26,1.081,99.88,97.81,95.41,1.0
25.35,-7.01,1.49,91.3,1.076,99.44,97.89,95.44,1.0
25.4,-5.65,1.59,91.33,1.071,98.98,97.96,95.47,1.0
25.45,-4.3,1.69,91.36,1.066,98.52,98.02,95.51,1.0
25.5,-2.97,1.78,91.38,1.061,98.06,98.06,95.55,1.0
25.55,-1.68,1.85,91.39,1.056,97.61,98.08,95.6,1.0
25.6,-0.44,1.92,91.39,1.051,97.17,98.09,95.65,1.0
25.65,0.75,1.98,91.39,1.047,96.74,98.09,95.71,1.0
25.7,1.87,2.02,91.38,1.043,96.34,98.07,95.77,1.0
25.75,2.91,2.04,91.36,1.039,95.96,98.03,95.82,1.0
25.8,3.87,2.05,91.33,1.036,95.61,97.99,95.89,1.0
25.85,4.74,2.05,91.3,1.034,95.3,97.92,95.95,1.0
25.9,5.51,2.02,91.25,1.031,95.02,97.85,96.01,1.0
25.95,6.18,1.98,91.19,1.03,94.77,97.76,96.07,1.0
26.0,6.75,1.91,91.12,1.029,94.57,97.66,96.13,1.0
26.05,7.21,1.83,91.04,1.028,94.41,97.54,96.19,1.0
26.1,7.56,1.73,90.95,1.027,94.28,97.42,96.24,1.0
26.15,7.81,1.62,90.85,1.028,94.19,97.29,96.3,1.0
26.2,7.95,1.48,90.75,1.028,94.14,97.15,96.35,1.0
26.25,7.99,1.33,90.63,1.029,94.11,97.01,96.39,1.0
26.3,7.93,1.17,90.51,1.03,94.11,96.86,96.43,1.0
26.35,7.79,0.99,90.38,1.032,94.14,96.7,96.47,1.0
26.4,7.55,0.8,90.24,1.033,94.18,96.55,96.51,1.0
26.45,7.24,0.6,90.1,1.035,94.23,96.39,96.54,1.0
26.5,6.86,0.38,89.95,1.037,94.29,96.23,96.56,1.0
26.55,6.41,0.17,89.81,1.039,94.35,96.07,96.58,1.0
26.6,5.91,-0.06,89.65,1.041,94.41,95.92,96.6,1.0
26.65,5.36,-0.29,89.5,1.043,94.45,95.76,96.61,1.0
26.7,4.78,-0.52,89.35,1.044,94.48,95.61,96.61,1.0
26.75,4.17,-0.74,89.2,1.046,94.48,95.46,96.61,1.0
26.8,3.54,-0.97,89.05,1.047,94.45,95.32,96.61,1.0
26.85,2.9,-1.19,88.91,1.048,94.4,95.18,96.6,1.0
26.9,2.26,-1.41,88.77,1.048,94.3,95.05,96.58,1.0
26.95,1.63,-1.62,88.64,1.048,94.17,94.93,96.56,1.0
27.0,1.01,-1.82,88.51,1.048,93.98,94.81,96.54,1.0
27.05,0.41,-2.0,88.39,1.047,93.75,94.69,96.51,1.0
27.1,-0.15,-2.18,88.28,1.045,93.47,94.58,96.48,1.0
27.15,-0.69,-2.34,88.18,1.043,93.14,94.48,96.44,1.0
27.2,-1.18,-2.49,88.09,1.04,92.75,94.38,96.4,1.0
27.25,-1.63,-2.62,88.01,1.037,92.3,94.29,96.36,1.0
27.3,-2.03,-2.73,87.94,1.034,91.79,94.2,96.31,1.0
27.35,-2.39,-2.83,87.88,1.03,91.23,94.11,96.26,1.0
27.4,-2.69,-2.91,87.84,1.025,90.62,94.03,96.21,1.0
27.45,-2.94,-2.98,87.8,1.02,89.94,93.94,96.15,1.0
27.5,-3.13,-3.03,87.78,1.014,89.21,93.86,96.1,1.0
27.55,-3.27,-3.06,87.76,1.008,88.44,93.78,96.04,1.0
27.6,-3.36,-3.08,87.76,1.002,87.61,93.69,95.98,1.0
27.65,-3.4,-3.09,87.77,0.996,86.74,93.6,94.97,1.0
27.7,-3.38,-3.08,87.79,0.989,85.83,93.51,94.96,1.0
27.75,-3.32,-3.05,87.81,0.982,84.89,93.41,94.95,1.0
27.8,-3.22,-3.02,87.85,0.975,83.92,93.31,94.93,1.0
27.85,-3.07,-2.97,87.89,0.968,82.92,93.2,94.91,1.0
27.9,-2.88,-2.92,87.94,0.96,81.92,93.08,94.89,1.0
27.95,-2.66,-2.85,88.0,0.953,80.9,92.95,94.86,1.0
28.0,-2.4,-2.78,88.06,0.946,79.88,92.81,94.82,1.0
28.05,-2.11,-2.71,88.13,0.939,78.88,92.67,94.78,1.0
28.1,-1.8,-2.62,88.2,0.932,77.88,92.51,94.74,1.0
28.15,-1.46,-2.54,88.27,0.926,76.9,92.34,94.69,1.0
28.2,-1.1,-2.45,88.34,0.919,75.95,92.16,94.64,1.0
28.25,-0.73,-2.36,88.42,0.913,75.04,91.97,94.59,1.0
28.3,-0.34,-2.26,88.49,0.907,74.16,91.76,94.53,1.0
28.35,0.06,-2.17,88.57,0.901,73.32,91.55,93.5,1.0
28.4,0.46,-2.08,88.65,0.896,72.53,91.33,93.49,1.0
28.45,0.88,-1.98,88.72,0.89,71.78,91.1,93.47,1.0
28.5,1.3,-1.89,88.8,0.885,71.09,90.86,93.45,1.0
28.55,1.72,-1.79,88.87,0.881,70.46,90.61,93.42,1.0
28.6,2.14,-1.69,88.94,0.877,69.87,90.35,93.38,1.0
28.65,2.57,-1.6,89.02,0.873,69.35,90.09,93.33,1.0
28.7,2.99,-1.5,89.09,0.869,68.88,89.83,93.27,1.0
28.75,3.41,-1.4,89.16,0.866,68.47,89.56,92.24,1.0
28.8,3.83,-1.3,89.23,0.863,68.12,89.29,92.23,1.0
28.85,4.24,-1.19,89.3,0.86,67.82,89.03,92.21,1.0
28.9,4.65,-1.09,89.37,0.858,67.58,88.76,92.17,1.0
28.95,5.05,-0.97,89.44,0.856,67.39,88.49,92.13,1.0
29.0,5.45,-0.85,89.52,0.854,67.26,88.23,92.08,1.0
29.05,5.85,-0.73,89.59,0.852,67.19,87.98,91.07,1.0
29.1,6.24,-0.6,89.67,0.851,67.16,87.73,91.05,1.0
29.15,6.62,-0.46,89.75,0.85,67.19,87.49,91.03,1.0
29.2,7.0,-0.31,89.84,0.849,67.27,87.25,90.99,1.0
29.25,7.38,-0.15,89.93,0.849,67.4,87.03,90.94,1.0
29.3,7.75,0.01,90.03,0.849,67.58,86.82,90.88,1.0
29.35,8.12,0.19,90.13,0.849,67.8,86.63,89.8,1.0
29.4,8.48,0.37,90.24,0.849,68.06,86.44,89.79,1.0
29.45,8.84,0.56,90.35,0.849,68.37,86.27,89.76,1.0
29.5,9.19,0.76,90.47,0.85,68.72,86.11,89.72,1.0
29.55,9.55,0.97,90.59,0.851,69.1,85.97,89.68,1.0
29.6,9.89,1.18,90.71,0.852,69.52,85.84,89.62,1.0
29.65,10.24,1.4,90.84,0.853,69.96,85.72,88.59,1.0
29.7,10.59,1.62,90.98,0.854,70.43,85.62,88.58,1.0
29.75,10.93,1.84,91.11,0.856,70.93,85.52,88.55,1.0
29.8,11.28,2.06,91.25,0.857,71.44,85.44,88.52,1.0
29.85,11.63,2.29,91.39,0.859,71.96,85.37,88.48,1.0
29.9,11.97,2.5,91.52,0.861,72.49,85.31,88.44,1.0
29.95,12.32,2.71,91.66,0.863,73.02,85.26,88.38,1.0
30.0,12.67,2.91,91.79,0.865,73.55,85.21,88.32,1.0
30.05,13.02,3.11,91.92,0.867,74.07,85.17,87.28,1.0
30.1,13.37,3.28,92.03,0.869,74.58,85.13,87.27,1.0
30.15,13.73,3.44,92.15,0.871,75.07,85.09,87.26,1.0
30.2,14.09,3.59,92.25,0.873,75.54,85.05,87.23,1.0
30.25,14.45,3.71,92.34,0.875,75.97,85.01,87.2,1.0
30.3,14.81,3.81,92.41,0.877,76.37,84.96,87.17,1.0
30.35,15.16,3.88,92.48,0.879,76.74,84.91,87.13,1.0
30.4,15.52,3.93,92.53,0.88,77.06,84.84,87.09,1.0
30.45,15.87,3.95,92.56,0.882,77.34,84.77,87.04,1.0
30.5,16.22,3.94,92.57,0.883,77.57,84.68,86.99,1.0
30.55,16.56,3.9,92.57,0.885,77.76,84.58,86.94,1.0
30.6,16.89,3.84,92.55,0.886,77.89,84.47,86.88,1.0
30.65,17.2,3.74,92.5,0.887,77.98,84.34,86.82,1.0
30.7,17.49,3.61,92.44,0.888,78.02,84.19,85.82,1.0
30.75,17.76,3.45,92.37,0.889,78.01,84.03,85.81,1.0
30.8,18.01,3.26,92.27,0.889,77.96,83.86,85.8,1.0
30.85,18.21,3.05,92.15,0.89,77.87,83.66,85.78,1.0
30.9,18.38,2.8,92.02,0.89,77.75,83.45,85.75,1.0
30.95,18.51,2.54,91.87,0.891,77.59,83.23,85.71,1.0
31.0,18.58,2.26,91.71,0.891,77.42,83.0,85.67,1.0
31.05,18.6,1.95,91.54,0.891,77.23,82.75,85.63,1.0
31.1,18.55,1.63,91.35,0.892,77.04,82.49,85.57,1.0
31.15,18.44,1.3,91.16,0.893,76.85,82.23,85.51,1.0
31.2,18.24,0.97,90.96,0.893,76.68,81.95,84.45,1.0
31.25,17.97,0.62,90.75,0.894,76.53,81.68,84.44,1.0
31.3,17.61,0.28,90.55,0.896,76.42,81.41,84.42,1.0
31.35,17.16,-0.06,90.34,0.897,76.36,81.14,84.39,1.0
31.4,16.61,-0.39,90.13,0.899,76.35,80.88,84.34,1.0
31.45,15.96,-0.72,89.93,0.901,76.42,80.63,84.29,1.0
31.5,15.2,-1.03,89.74,0.904,76.56,80.39,84.23,1.0
31.55,14.34,-1.32,89.56,0.907,76.8,80.17,83.14,1.0
31.6,13.37,-1.59,89.39,0.911,77.13,79.98,83.12,1.0
31.65,12.29,-1.83,89.23,0.915,77.56,79.8,83.1,1.0
31.7,11.1,-2.05,89.09,0.92,78.11,79.66,83.07,1.0
31.75,9.81,-2.24,88.97,0.926,78.76,79.54,83.02,1.0
31.8,8.41,-2.4,88.87,0.932,79.53,79.46,82.97,1.0
31.85,6.92,-2.52,88.78,0.939,80.42,79.41,82.91,1.0
31.9,5.34,-2.61,88.72,0.946,81.41,79.4,81.84,1.0
31.95,3.67,-2.66,88.67,0.955,82.51,79.43,81.83,1.0
32.0,1.92,-2.68,88.65,0.964,83.7,79.5,81.82,1.0
32.05,0.11,-2.67,88.65,0.973,84.97,79.61,81.79,1.0
32.1,-1.76,-2.62,88.67,0.983,86.32,79.76,81.76,1.0
32.15,-3.66,-2.53,88.71,0.994,87.72,79.95,81.73,1.0
32.2,-5.6,-2.42,88.77,1.005,89.17,80.18,81.7,1.0
32.25,-7.56,-2.27,88.84,1.017,90.65,80.45,81.66,1.0
32.3,-9.52,-2.1,88.94,1.03,92.14,80.75,81.63,1.0
32.35,-11.46,-1.9,89.04,1.042,93.63,81.09,81.59,1.0
32.4,-13.37,-1.68,89.16,1.055,95.09,81.46,81.56,1.0
32.45,-15.24,-1.44,89.29,1.068,96.53,81.86,81.54,1.0
32.5,-17.04,-1.19,89.43,1.08,97.91,82.29,81.52,1.0
32.55,-18.77,-0.92,89.58,1.093,99.25,82.73,81.51,1.0
32.6,-20.4,-0.65,89.72,1.106,100.51,83.19,81.51,1.0
32.65,-21.92,-0.37,89.87,1.118,101.71,83.66,81.51,1.0
32.7,-23.32,-0.1,90.02,1.13,102.82,84.15,81.53,1.0
32.75,-24.59,0.18,90.16,1.141,103.84,84.64,81.55,1.0
32.8,-25.7,0.44,90.3,1.151,104.78,85.13,81.59,1.0
32.85,-26.65,0.69,90.43,1.161,105.62,85.61,81.64,1.0
32.9,-27.43,0.93,90.54,1.169,106.37,86.09,81.69,1.0
32.95,-28.03,1.15,90.65,1.177,107.02,86.57,82.83,1.0
33.0,-28.45,1.35,90.74,1.184,107.57,87.03,82.85,1.0
33.05,-28.68,1.53,90.82,1.189,108.02,87.47,82.88,1.0
33.1,-28.71,1.69,90.88,1.194,108.37,87.9,82.93,1.0
33.15,-28.55,1.81,90.92,1.197,108.63,88.31,83.94,1.0
33.2,-28.2,1.91,90.95,1.199,108.79,88.7,83.96,1.0
33.25,-27.66,1.98,90.96,1.199,108.86,89.06,84.0,1.0
33.3,-26.93,2.02,90.95,1.199,108.84,89.4,84.05,1.0
33.35,-26.03,2.03,90.92,1.198,108.72,89.72,85.15,1.0
33.4,-24.95,2.01,90.88,1.195,108.52,90.01,85.17,1.0
33.45,-23.72,1.96,90.82,1.191,108.24,90.27,85.2,1.0
33.5,-22.34,1.89,90.75,1.187,107.88,90.51,85.26,1.0
33.55,-20.83,1.79,90.66,1.181,107.45,90.73,86.34,1.0
33.6,-19.2,1.67,90.56,1.175,106.94,90.92,86.36,1.0
33.65,-17.47,1.52,90.45,1.169,106.38,91.09,86.39,1.0
33.7,-15.66,1.35,90.33,1.161,105.75,91.23,86.44,1.0
33.75,-13.78,1.17,90.2,1.154,105.09,91.36,86.51,1.0
33.8,-11.85,0.97,90.07,1.146,104.38,91.47,87.69,1.0
33.85,-9.9,0.76,89.94,1.138,103.64,91.56,87.71,1.0
33.9,-7.93,0.54,89.8,1.13,102.88,91.63,87.73,1.0
33.95,-5.97,0.31,89.66,1.122,102.11,91.69,87.78,1.0
34.0,-4.04,0.08,89.53,1.114,101.35,91.75,87.83,1.0
34.05,-2.15,-0.16,89.41,1.106,100.6,91.79,87.89,1.0
34.1,-0.32,-0.39,89.28,1.099,99.87,91.82,88.98,1.0
34.15,1.43,-0.62,89.17,1.093,99.18,91.85,88.99,1.0
34.2,3.09,-0.84,89.06,1.087,98.53,91.88,89.02,1.0
34.25,4.64,-1.05,88.97,1.081,97.94,91.9,89.05,1.0
34.3,6.08,-1.25,88.88,1.076,97.41,91.93,89.08,1.0
34.35,7.39,-1.45,88.81,1.072,96.96,91.96,89.13,1.0
34.4,8.56,-1.62,88.75,1.069,96.59,92.0,89.18,1.0
34.45,9.58,-1.79,88.69,1.066,96.3,92.04,89.23,1.0
34.5,10.45,-1.94,88.66,1.064,96.1,92.09,89.29,1.0
34.55,11.17,-2.07,88.63,1.063,95.99,92.15,90.31,1.0
34.6,11.72,-2.18,88.61,1.063,95.96,92.22,90.32,1.0
34.65,12.12,-2.28,88.61,1.063,96.02,92.3,90.33,1.0
34.7,12.36,-2.36,88.62,1.065,96.15,92.39,90.35,1.0
34.75,12.45,-2.42,88.63,1.066,96.36,92.49,90.38,1.0
34.8,12.38,-2.47,88.66,1.069,96.63,92.6,90.41,1.0
34.85,12.17,-2.5,88.69,1.071,96.97,92.72,90.45,1.0
34.9,11.81,-2.52,88.73,1.075,97.35,92.86,90.49,1.0
34.95,11.33,-2.51,88.77,1.078,97.77,93.0,90.54,1.0
35.0,10.72,-2.5,88.82,1.083,98.23,93.16,90.59,1.0
35.05,9.99,-2.47,88.87,1.087,98.7,93.32,90.64,1.0
35.1,9.16,-2.43,88.93,1.092,99.19,93.49,90.7,1.0
35.15,8.23,-2.37,88.98,1.096,99.68,93.67,91.74,1.0
35.2,7.22,-2.31,89.04,1.101,100.17,93.86,91.74,1.0
35.25,6.14,-2.23,89.1,1.106,100.64,94.05,91.76,1.0
35.3,5.0,-2.14,89.16,1.11,101.1,94.24,91.78,1.0
35.35,3.81,-2.04,89.21,1.115,101.53,94.44,91.81,1.0
35.4,2.58,-1.93,89.27,1.119,101.94,94.64,91.85,1.0
35.45,1.32,-1.82,89.32,1.123,102.32,94.84,91.9,1.0
35.5,0.04,-1.69,89.38,1.127,102.66,95.04,91.95,1.0
35.55,-1.25,-1.55,89.43,1.13,102.97,95.24,92.01,1.0
35.6,-2.54,-1.41,89.48,1.133,103.24,95.44,93.05,1.0
35.65,-3.81,-1.26,89.53,1.136,103.47,95.65,93.06,1.0
35.7,-5.07,-1.1,89.58,1.138,103.67,95.85,93.08,1.0
35.75,-6.3,-0.93,89.63,1.14,103.83,96.06,93.11,1.0
35.8,-7.5,-0.75,89.69,1.141,103.96,96.26,93.15,1.0
35.85,-8.67,-0.57,89.74,1.142,104.05,96.46,93.2,1.0
35.9,-9.78,-0.38,89.8,1.142,104.11,96.67,93.25,1.0
35.95,-10.85,-0.18,89.86,1.142,104.15,96.87,93.31,1.0
36.0,-11.87,0.03,89.93,1.142,104.16,97.08,94.42,1.0
36.05,-12.83,0.25,90.0,1.141,104.15,97.28,94.43,1.0
36.1,-13.73,0.46,90.07,1.141,104.12,97.49,94.45,1.0
36.15,-14.56,0.69,90.15,1.139,104.07,97.7,94.48,1.0
36.2,-15.33,0.92,90.24,1.138,104.01,97.91,94.52,1.0
36.25,-16.03,1.15,90.33,1.136,103.93,98.12,94.57,1.0
36.3,-16.67,1.38,90.42,1.134,103.84,98.33,94.63,1.0
36.35,-17.23,1.61,90.52,1.132,103.75,98.54,95.7,1.0
36.4,-17.72,1.84,90.63,1.13,103.65,98.74,95.72,1.0
36.45,-18.14,2.07,90.74,1.127,103.54,98.95,95.74,1.0
36.5,-18.49,2.29,90.85,1.125,103.42,99.16,95.77,1.0
36.55,-18.77,2.5,90.97,1.122,103.3,99.36,95.82,1.0
36.6,-18.97,2.7,91.08,1.119,103.17,99.56,95.87,1.0
36.65,-19.09,2.89,91.2,1.116,103.04,99.75,95.93,1.0
36.7,-19.14,3.06,91.31,1.113,102.89,99.93,97.05,1.0
36.75,-19.12,3.21,91.42,1.11,102.74,100.1,97.06,1.0
36.8,-19.02,3.34,91.52,1.107,102.57,100.26,97.08,1.0
36.85,-18.84,3.45,91.62,1.104,102.38,100.41,97.12,1.0
36.9,-18.6,3.53,91.7,1.101,102.18,100.55,97.16,1.0
36.95,-18.27,3.58,91.78,1.098,101.95,100.66,97.21,1.0
37.0,-17.88,3.61,91.84,1.094,101.7,100.76,97.27,1.0
37.05,-17.41,3.6,91.89,1.09,101.41,100.84,98.32,1.0
37.1,-16.87,3.56,91.92,1.087,101.1,100.9,98.33,1.0
37.15,-16.26,3.48,91.94,1.083,100.75,100.93,98.35,1.0
37.2,-15.58,3.37,91.93,1.079,100.35,100.93,98.37,1.0
37.25,-14.84,3.22,91.91,1.074,99.92,100.91,98.41,1.0
37.3,-14.03,3.04,91.87,1.07,99.44,100.87,98.45,1.0
37.35,-13.17,2.82,91.8,1.065,98.91,100.79,98.49,1.0
37.4,-12.25,2.58,91.72,1.06,98.33,100.69,98.54,1.0
37.45,-11.27,2.29,91.62,1.055,97.7,100.56,98.59,1.0
37.5,-10.25,1.98,91.49,1.049,97.02,100.39,98.64,1.0
37.55,-9.18,1.65,91.35,1.044,96.29,100.2,98.69,1.0
37.6,-8.08,1.28,91.19,1.038,95.51,99.99,98.74,1.0
