t,roll,pitch,true_hdg,acc_g,naive_hdg,module_hdg,stab_hdg,mag_trust
18.8,27.77,-2.3,88.18,0.937,79.23,91.46,91.98,1.0
18.85,29.72,-2.09,88.25,0.93,78.24,91.32,91.99,1.0
18.9,31.46,-1.85,88.33,0.924,77.4,91.19,91.99,1.0
18.95,32.95,-1.59,88.43,0.92,76.72,91.07,91.99,1.0
19.0,34.19,-1.3,88.55,0.916,76.22,90.96,91.98,1.0
19.05,35.18,-1.0,88.69,0.913,75.89,90.87,91.98,1.0
19.1,35.89,-0.69,88.85,0.912,75.74,90.78,91.96,1.0
19.15,36.34,-0.37,89.01,0.911,75.77,90.71,91.95,1.0
19.2,36.51,-0.05,89.18,0.911,75.97,90.66,91.93,1.0
19.25,36.41,0.27,89.36,0.912,76.34,90.61,91.91,1.0
19.3,36.04,0.58,89.54,0.915,76.86,90.58,91.88,1.0
19.35,35.41,0.88,89.72,0.918,77.53,90.56,91.86,1.0
19.4,34.53,1.16,89.89,0.922,78.32,90.54,91.83,1.0
19.45,33.4,1.42,90.05,0.927,79.22,90.54,91.8,1.0
19.5,32.03,1.65,90.21,0.932,80.22,90.53,91.77,1.0
19.55,30.45,1.84,90.34,0.938,81.29,90.53,91.74,1.0
19.6,28.67,2.0,90.46,0.945,82.41,90.54,91.7,1.0
19.65,26.7,2.11,90.56,0.953,83.58,90.54,91.67,1.0
19.7,24.56,2.18,90.64,0.96,84.76,90.53,91.63,1.0
19.75,22.27,2.21,90.68,0.969,85.94,90.52,91.6,1.0
19.8,19.86,2.18,90.7,0.977,87.09,90.5,91.57,1.0
19.85,17.34,2.11,90.69,0.985,88.22,90.48,91.53,1.0
19.9,14.74,1.98,90.66,0.994,89.29,90.44,91.5,1.0
19.95,12.07,1.81,90.59,1.002,90.3,90.39,91.46,1.0
20.0,9.37,1.58,90.49,1.011,91.24,90.32,91.43,1.0
20.05,6.64,1.31,90.36,1.019,92.09,90.25,91.39,1.0
20.1,3.92,1.0,90.2,1.026,92.86,90.16,91.36,1.0
20.15,1.21,0.65,90.02,1.033,93.53,90.05,91.32,1.0
20.2,-1.45,0.26,89.82,1.04,94.1,89.94,91.28,1.0
20.25,-4.06,-0.16,89.59,1.046,94.58,89.81,91.24,1.0
20.3,-6.59,-0.61,89.35,1.051,94.96,89.68,91.2,1.0
20.35,-9.04,-1.07,89.09,1.056,95.25,89.54,91.16,1.0
20.4,-11.38,-1.55,88.82,1.059,95.44,89.39,91.12,1.0
20.45,-13.6,-2.03,88.55,1.062,95.54,89.25,91.07,1.0
20.5,-15.7,-2.51,88.28,1.064,95.56,89.1,91.02,1.0
20.55,-17.66,-2.99,88.01,1.066,95.5,88.97,90.97,1.0
20.6,-19.47,-3.44,87.74,1.067,95.37,88.83,90.92,1.0
20.65,-21.13,-3.88,87.49,1.067,95.17,88.71,90.87,1.0
20.7,-22.64,-4.28,87.26,1.066,94.92,88.61,90.81,1.0
20.75,-23.98,-4.65,87.05,1.065,94.62,88.52,90.75,1.0
20.8,-25.16,-4.98,86.87,1.063,94.28,88.46,90.69,1.0
20.85,-26.18,-5.26,86.72,1.06,93.91,88.42,90.63,1.0
20.9,-27.04,-5.48,86.59,1.058,93.52,88.4,89.61,1.0
20.95,-27.73,-5.65,86.51,1.055,93.11,88.42,89.61,1.0
21.0,-28.26,-5.76,86.46,1.051,92.71,88.46,89.6,1.0
21.05,-28.63,-5.8,86.45,1.048,92.31,88.54,89.59,1.0
21.1,-28.85,-5.78,86.49,1.044,91.93,88.65,89.58,1.0
21.15,-28.91,-5.69,86.56,1.04,91.57,88.79,89.56,1.0
21.2,-28.83,-5.53,86.68,1.036,91.24,88.97,89.54,1.0
21.25,-28.61,-5.31,86.84,1.033,90.96,89.18,89.53,1.0
21.3,-28.26,-5.03,87.04,1.029,90.72,89.42,89.51,1.0
21.35,-27.77,-4.69,87.28,1.026,90.53,89.69,89.5,1.0
21.4,-27.15,-4.28,87.55,1.022,90.4,89.99,89.5,1.0
21.45,-26.42,-3.83,87.86,1.019,90.32,90.32,89.49,1.0
21.5,-25.57,-3.33,88.2,1.016,90.3,90.67,89.49,1.0
21.55,-24.61,-2.78,88.56,1.014,90.34,91.04,89.5,1.0
21.6,-23.54,-2.2,88.94,1.012,90.43,91.42,89.51,1.0
21.65,-22.37,-1.59,89.34,1.01,90.56,91.82,89.53,1.0
21.7,-21.11,-0.96,89.75,1.008,90.74,92.22,89.56,1.0
21.75,-19.76,-0.32,90.16,1.006,90.96,92.63,89.6,1.0
21.8,-18.32,0.33,90.58,1.005,91.2,93.04,89.65,1.0
21.85,-16.8,0.98,90.99,1.003,91.46,93.44,89.7,1.0
21.9,-15.2,1.62,91.4,1.002,91.72,93.83,90.74,1.0
21.95,-13.53,2.24,91.79,1.001,91.99,94.2,90.75,1.0
22.0,-11.79,2.84,92.16,1.0,92.24,94.55,90.78,1.0
22.05,-10.0,3.41,92.51,0.999,92.48,94.88,90.82,1.0
22.1,-8.14,3.94,92.83,0.998,92.68,95.18,90.87,1.0
22.15,-6.23,4.43,93.13,0.997,92.85,95.45,91.89,1.0
22.2,-4.28,4.88,93.39,0.995,92.96,95.69,91.9,1.0
22.25,-2.29,5.27,93.61,0.994,93.02,95.88,91.93,1.0
22.3,-0.27,5.6,93.8,0.992,93.02,96.04,91.97,1.0
22.35,1.78,5.88,93.95,0.99,92.95,96.15,92.02,1.0
22.4,3.85,6.1,94.06,0.987,92.81,96.22,93.02,1.0
22.45,5.92,6.26,94.13,0.985,92.6,96.25,93.04,1.0
22.5,7.99,6.36,94.16,0.982,92.3,96.24,93.06,1.0
22.55,10.05,6.4,94.15,0.978,91.94,96.18,93.09,1.0
22.6,12.09,6.38,94.11,0.975,91.49,96.08,93.13,1.0
22.65,14.1,6.3,94.03,0.971,90.97,95.94,93.18,1.0
22.7,16.06,6.17,93.92,0.967,90.38,95.75,93.23,1.0
22.75,17.98,5.99,93.78,0.962,89.73,95.54,93.29,1.0
22.8,19.82,5.77,93.62,0.958,89.02,95.29,93.34,1.0
22.85,21.59,5.5,93.43,0.953,88.25,95.01,93.4,1.0
22.9,23.27,5.2,93.23,0.948,87.44,94.7,93.45,1.0
22.95,24.85,4.88,93.01,0.943,86.6,94.37,93.5,1.0
23.0,26.32,4.52,92.78,0.939,85.73,94.02,93.55,1.0
23.05,27.66,4.15,92.54,0.934,84.85,93.65,93.59,1.0
23.1,28.87,3.76,92.3,0.929,83.97,93.28,93.62,1.0
23.15,29.94,3.37,92.07,0.924,83.1,92.89,93.65,1.0
23.2,30.85,2.97,91.83,0.92,82.25,92.51,93.67,1.0
23.25,31.59,2.58,91.61,0.916,81.43,92.12,93.68,1.0
23.3,32.17,2.2,91.4,0.912,80.66,91.74,93.68,1.0
23.35,32.57,1.83,91.2,0.909,79.95,91.37,93.68,1.0
23.4,32.78,1.47,91.01,0.906,79.31,91.0,93.66,1.0
23.45,32.8,1.14,90.84,0.904,78.74,90.65,93.64,1.0
23.5,32.64,0.83,90.69,0.902,78.26,90.32,93.6,1.0
23.55,32.28,0.54,90.56,0.9,77.87,90.0,93.55,1.0
23.6,31.72,0.29,90.45,0.899,77.58,89.71,93.5,1.0
23.65,30.98,0.06,90.36,0.899,77.39,89.44,92.47,1.0
23.7,30.04,-0.14,90.29,0.899,77.31,89.18,92.46,1.0
23.75,28.92,-0.31,90.24,0.9,77.33,88.95,92.43,1.0
23.8,27.62,-0.45,90.21,0.901,77.46,88.75,92.4,1.0
23.85,26.15,-0.56,90.19,0.903,77.69,88.56,92.35,1.0
23.9,24.51,-0.65,90.18,0.905,78.02,88.4,92.29,1.0
23.95,22.72,-0.71,90.19,0.908,78.44,88.26,91.24,1.0
24.0,20.79,-0.75,90.2,0.912,78.95,88.14,91.23,1.0
24.05,18.73,-0.77,90.22,0.916,79.55,88.04,91.21,1.0
24.1,16.55,-0.77,90.25,0.92,80.21,87.95,91.18,1.0
24.15,14.27,-0.76,90.28,0.925,80.94,87.88,91.13,1.0
24.2,11.9,-0.74,90.3,0.931,81.71,87.83,91.08,1.0
24.25,9.46,-0.71,90.33,0.936,82.53,87.78,91.03,1.0
24.3,6.96,-0.68,90.35,0.942,83.38,87.74,90.03,1.0
24.35,4.43,-0.64,90.36,0.949,84.25,87.72,90.02,1.0
24.4,1.87,-0.6,90.36,0.955,85.13,87.7,90.0,1.0
24.45,-0.69,-0.57,90.35,0.962,86.01,87.68,89.98,1.0
24.5,-3.23,-0.54,90.33,0.969,86.88,87.67,89.95,1.0
24.55,-5.75,-0.52,90.3,0.976,87.74,87.65,89.91,1.0
24.6,-8.22,-0.51,90.25,0.983,88.56,87.64,89.87,1.0
24.65,-10.63,-0.5,90.19,0.99,89.36,87.63,89.83,1.0
24.7,-12.96,-0.51,90.12,0.997,90.12,87.62,89.78,1.0
24.75,-15.19,-0.53,90.04,1.004,90.84,87.61,89.73,1.0
24.8,-17.32,-0.56,89.94,1.01,91.51,87.61,89.68,1.0
24.85,-19.34,-0.6,89.83,1.016,92.14,87.6,89.62,1.0
24.9,-21.21,-0.65,89.72,1.023,92.72,87.59,89.57,1.0
24.95,-22.95,-0.71,89.6,1.028,93.24,87.58,89.51,1.0
25.0,-24.53,-0.78,89.47,1.034,93.72,87.58,89.45,1.0
25.05,-25.95,-0.85,89.34,1.039,94.16,87.58,89.4,1.0
25.1,-27.2,-0.93,89.21,1.044,94.54,87.59,89.34,1.0
25.15,-28.27,-1.02,89.08,1.048,94.88,87.6,89.28,1.0
25.2,-29.16,-1.1,88.95,1.052,95.18,87.62,89.22,1.0
25.25,-29.86,-1.18,88.83,1.056,95.43,87.65,89.17,1.0
25.3,-30.37,-1.26,88.72,1.059,95.65,87.7,89.11,1.0
25.35,-30.69,-1.33,88.62,1.062,95.83,87.75,89.06,1.0
25.4,-30.82,-1.4,88.53,1.064,95.98,87.82,89.01,1.0
25.45,-30.76,-1.46,88.45,1.066,96.09,87.9,88.96,1.0
25.5,-30.5,-1.51,88.39,1.068,96.18,88.0,88.91,1.0
25.55,-30.06,-1.55,88.34,1.069,96.24,88.11,88.86,1.0
25.6,-29.43,-1.57,88.31,1.07,96.28,88.23,88.82,1.0
25.65,-28.62,-1.58,88.3,1.07,96.29,88.37,88.78,1.0
25.7,-27.64,-1.58,88.3,1.071,96.28,88.53,88.75,1.0
25.75,-26.49,-1.57,88.32,1.07,96.24,88.7,88.72,1.0
25.8,-25.18,-1.54,88.36,1.07,96.19,88.88,88.69,1.0
25.85,-23.72,-1.5,88.41,1.069,96.11,89.07,88.67,1.0
25.9,-22.12,-1.44,88.47,1.067,96.01,89.27,88.65,1.0
25.95,-20.38,-1.38,88.55,1.065,95.88,89.47,88.64,1.0
26.0,-18.52,-1.3,88.64,1.063,95.74,89.69,88.63,1.0
26.05,-16.55,-1.22,88.74,1.061,95.56,89.9,88.63,1.0
26.1,-14.49,-1.13,88.85,1.058,95.37,90.12,88.64,1.0
26.15,-12.33,-1.03,88.96,1.056,95.14,90.33,88.65,1.0
26.2,-10.1,-0.94,89.07,1.052,94.89,90.54,88.67,1.0
26.25,-7.81,-0.84,89.19,1.049,94.61,90.74,88.69,1.0
26.3,-5.47,-0.74,89.3,1.045,94.3,90.93,88.72,1.0
26.35,-3.11,-0.64,89.41,1.042,93.96,91.11,88.75,1.0
26.4,-0.72,-0.55,89.52,1.037,93.59,91.27,88.8,1.0
26.45,1.67,-0.47,89.61,1.033,93.19,91.42,88.84,1.0
26.5,4.04,-0.39,89.7,1.029,92.77,91.55,88.89,1.0
26.55,6.39,-0.33,89.78,1.025,92.32,91.65,88.95,1.0
26.6,8.69,-0.27,89.84,1.02,91.84,91.74,89.01,1.0
26.65,10.93,-0.23,89.89,1.016,91.35,91.8,90.02,1.0
26.7,13.1,-0.19,89.93,1.011,90.83,91.84,90.03,1.0
26.75,15.19,-0.17,89.95,1.007,90.31,91.86,90.04,1.0
26.8,17.16,-0.16,89.96,1.002,89.78,91.86,90.06,1.0
26.85,19.02,-0.17,89.96,0.998,89.25,91.83,90.09,1.0
26.9,20.75,-0.18,89.95,0.994,88.72,91.78,90.11,1.0
26.95,22.34,-0.21,89.92,0.991,88.21,91.71,90.14,1.0
27.0,23.77,-0.24,89.88,0.987,87.72,91.63,90.18,1.0
27.05,25.03,-0.29,89.83,0.984,87.26,91.53,90.21,1.0
27.1,26.11,-0.34,89.77,0.981,86.84,91.41,90.24,1.0
27.15,27.01,-0.39,89.71,0.979,86.46,91.29,90.28,1.0
27.2,27.71,-0.45,89.64,0.977,86.14,91.15,90.31,1.0
27.25,28.21,-0.51,89.57,0.975,85.88,91.02,90.34,1.0
27.3,28.5,-0.57,89.5,0.974,85.69,90.88,90.37,1.0
27.35,28.58,-0.63,89.42,0.974,85.58,90.74,90.4,1.0
27.4,28.44,-0.68,89.36,0.974,85.55,90.6,90.43,1.0
27.45,28.1,-0.73,89.29,0.975,85.6,90.48,90.45,1.0
27.5,27.53,-0.77,89.24,0.976,85.75,90.37,90.47,1.0
27.55,26.76,-0.8,89.19,0.978,85.99,90.27,90.49,1.0
27.6,25.78,-0.82,89.15,0.981,86.31,90.18,90.5,1.0
27.65,24.6,-0.83,89.13,0.984,86.74,90.12,90.51,1.0
27.7,23.23,-0.83,89.11,0.988,87.24,90.07,90.52,1.0
27.75,21.68,-0.81,89.11,0.993,87.84,90.05,90.52,1.0
27.8,19.95,-0.78,89.12,0.998,88.51,90.06,90.52,1.0
27.85,18.06,-0.75,89.14,1.003,89.25,90.08,90.52,1.0
27.9,16.02,-0.69,89.17,1.01,90.05,90.14,90.52,1.0
27.95,13.85,-0.63,89.22,1.016,90.91,90.21,90.52,1.0
28.0,11.56,-0.56,89.28,1.023,91.8,90.32,90.52,1.0
28.05,9.18,-0.48,89.34,1.031,92.73,90.44,90.51,1.0
28.1,6.71,-0.39,89.42,1.038,93.68,90.59,90.51,1.0
28.15,4.19,-0.3,89.5,1.046,94.63,90.76,90.51,1.0
28.2,1.62,-0.2,89.58,1.054,95.58,90.94,90.51,1.0
28.25,-0.97,-0.1,89.67,1.062,96.51,91.14,90.51,1.0
28.3,-3.57,-0.0,89.77,1.07,97.42,91.36,90.52,1.0
28.35,-6.14,0.09,89.86,1.078,98.29,91.58,90.53,1.0
28.4,-8.68,0.18,89.95,1.086,99.12,91.81,90.54,1.0
28.45,-11.17,0.26,90.03,1.093,99.9,92.05,90.56,1.0
28.5,-13.58,0.34,90.11,1.1,100.62,92.29,90.58,1.0
28.55,-15.89,0.4,90.18,1.106,101.27,92.53,90.61,1.0
28.6,-18.1,0.45,90.24,1.112,101.85,92.76,90.64,1.0
28.65,-20.18,0.49,90.28,1.117,102.36,92.99,90.68,1.0
28.7,-22.12,0.51,90.32,1.122,102.79,93.21,90.72,1.0
28.75,-23.91,0.52,90.34,1.126,103.13,93.41,90.77,1.0
28.8,-25.52,0.51,90.35,1.128,103.39,93.61,90.82,1.0
28.85,-26.97,0.48,90.35,1.131,103.57,93.79,90.88,1.0
28.9,-28.23,0.44,90.33,1.132,103.66,93.96,91.9,1.0
28.95,-29.29,0.37,90.3,1.132,103.66,94.11,91.91,1.0
29.0,-30.16,0.3,90.25,1.131,103.58,94.24,91.92,1.0
29.05,-30.83,0.21,90.19,1.13,103.41,94.35,91.95,1.0
29.1,-31.29,0.1,90.12,1.128,103.16,94.45,91.98,1.0
29.15,-31.55,-0.01,90.04,1.124,102.82,94.53,92.02,1.0
29.2,-31.61,-0.14,89.96,1.12,102.41,94.6,92.06,1.0
29.25,-31.47,-0.27,89.86,1.116,101.92,94.64,92.11,1.0
29.3,-31.14,-0.4,89.76,1.11,101.35,94.68,92.16,1.0
29.35,-30.62,-0.54,89.66,1.104,100.72,94.7,92.21,1.0
29.4,-29.92,-0.68,89.56,1.097,100.02,94.7,92.27,1.0
29.45,-29.04,-0.81,89.46,1.09,99.26,94.7,92.33,1.0
29.5,-28.01,-0.94,89.36,1.083,98.45,94.69,93.34,1.0
29.55,-26.82,-1.07,89.27,1.075,97.59,94.67,93.34,1.0
29.6,-25.49,-1.18,89.19,1.066,96.69,94.64,93.35,1.0
29.65,-24.03,-1.27,89.11,1.058,95.76,94.61,93.37,1.0
29.7,-22.46,-1.36,89.05,1.049,94.8,94.57,93.38,1.0
29.75,-20.79,-1.42,89.01,1.041,93.83,94.53,93.4,1.0
29.8,-19.02,-1.47,88.98,1.032,92.84,94.49,93.42,1.0
29.85,-17.18,-1.5,88.96,1.024,91.85,94.45,93.45,1.0
29.9,-15.27,-1.5,88.96,1.015,90.87,94.41,93.47,1.0
29.95,-13.31,-1.48,88.98,1.007,89.9,94.38,93.49,1.0
30.0,-11.32,-1.45,89.02,0.999,88.95,94.34,93.52,1.0
30.05,-9.29,-1.39,89.07,0.991,88.03,94.31,93.54,1.0
30.1,-7.26,-1.3,89.14,0.983,87.15,94.28,93.57,1.0
30.15,-5.21,-1.2,89.22,0.976,86.3,94.25,93.59,1.0
30.2,-3.18,-1.08,89.32,0.969,85.49,94.22,93.61,1.0
30.25,-1.16,-0.94,89.44,0.963,84.72,94.19,93.64,1.0
30.3,0.83,-0.78,89.57,0.956,84.0,94.17,93.66,1.0
30.35,2.79,-0.61,89.7,0.95,83.32,94.14,93.68,1.0
30.4,4.71,-0.43,89.85,0.944,82.68,94.12,93.7,1.0
30.45,6.57,-0.24,90.0,0.939,82.09,94.08,93.72,1.0
30.5,8.38,-0.04,90.16,0.934,81.54,94.05,93.74,1.0
30.55,10.13,0.17,90.32,0.929,81.02,94.01,93.76,1.0
30.6,11.81,0.37,90.48,0.924,80.53,93.96,93.77,1.0
30.65,13.41,0.58,90.63,0.92,80.07,93.9,93.79,1.0
30.7,14.95,0.78,90.78,0.915,79.63,93.83,93.8,1.0
30.75,16.4,0.98,90.93,0.911,79.21,93.75,93.81,1.0
30.8,17.76,1.16,91.07,0.907,78.8,93.66,93.82,1.0
30.85,19.04,1.34,91.19,0.903,78.4,93.55,93.83,1.0
30.9,20.24,1.5,91.31,0.9,78.01,93.42,93.83,1.0
30.95,21.34,1.65,91.41,0.896,77.61,93.28,93.84,1.0
31.0,22.34,1.78,91.5,0.893,77.21,93.11,93.83,1.0
31.05,23.25,1.89,91.57,0.889,76.81,92.93,93.83,1.0
31.1,24.07,1.99,91.63,0.886,76.41,92.73,93.82,1.0
31.15,24.78,2.07,91.67,0.883,76.0,92.51,93.81,1.0
31.2,25.4,2.12,91.69,0.88,75.59,92.28,93.79,1.0
31.25,25.91,2.16,91.7,0.877,75.18,92.02,93.77,1.0
31.3,26.32,2.18,91.7,0.874,74.76,91.75,93.74,1.0
31.35,26.63,2.18,91.68,0.871,74.35,91.46,93.71,1.0
31.4,26.83,2.16,91.65,0.869,73.95,91.16,93.67,1.0
31.45,26.93,2.13,91.61,0.867,73.57,90.84,93.63,1.0
31.5,26.93,2.08,91.55,0.865,73.2,90.52,93.58,1.0
31.55,26.82,2.02,91.49,0.863,72.85,90.18,93.52,1.0
31.6,26.6,1.94,91.42,0.862,72.54,89.84,92.46,1.0
31.65,26.29,1.86,91.35,0.861,72.27,89.49,92.45,1.0
31.7,25.87,1.77,91.27,0.86,72.04,89.14,92.43,1.0
31.75,25.35,1.68,91.19,0.859,71.86,88.8,92.39,1.0
31.8,24.73,1.58,91.11,0.859,71.74,88.45,92.35,1.0
31.85,24.01,1.47,91.03,0.859,71.68,88.12,92.29,1.0
31.9,23.2,1.37,90.96,0.86,71.69,87.79,91.21,1.0
31.95,22.31,1.27,90.89,0.861,71.77,87.47,91.2,1.0
32.0,21.32,1.18,90.82,0.863,71.93,87.17,91.17,1.0
32.05,20.26,1.09,90.76,0.865,72.17,86.88,91.13,1.0
32.1,19.12,1.0,90.71,0.867,72.49,86.61,91.07,1.0
32.15,17.92,0.92,90.67,0.87,72.89,86.36,90.01,1.0
32.2,16.65,0.85,90.63,0.874,73.38,86.12,90.0,1.0
32.25,15.33,0.79,90.6,0.878,73.95,85.92,89.97,1.0
32.3,13.96,0.73,90.59,0.882,74.59,85.73,89.92,1.0
32.35,12.55,0.69,90.58,0.887,75.31,85.56,89.87,1.0
32.4,11.11,0.65,90.57,0.892,76.1,85.42,88.83,1.0
32.45,9.65,0.63,90.58,0.898,76.95,85.31,88.82,1.0
32.5,8.17,0.61,90.59,0.904,77.85,85.21,88.79,1.0
32.55,6.69,0.59,90.61,0.91,78.8,85.14,88.75,1.0
32.6,5.22,0.59,90.63,0.917,79.79,85.09,88.71,1.0
32.65,3.76,0.58,90.65,0.924,80.81,85.06,88.65,1.0
32.7,2.33,0.59,90.68,0.931,81.85,85.06,87.64,1.0
32.75,0.93,0.59,90.7,0.939,82.9,85.07,87.63,1.0
32.8,-0.43,0.6,90.73,0.946,83.95,85.09,87.62,1.0
32.85,-1.74,0.61,90.75,0.954,84.99,85.13,87.59,1.0
32.9,-3.0,0.62,90.77,0.962,86.01,85.19,87.56,1.0
32.95,-4.19,0.62,90.79,0.969,87.0,85.25,87.52,1.0
33.0,-5.31,0.62,90.8,0.977,87.97,85.33,87.48,1.0
33.05,-6.36,0.62,90.8,0.985,88.9,85.41,87.43,1.0
33.1,-7.33,0.62,90.8,0.992,89.78,85.5,87.39,1.0
33.15,-8.21,0.61,90.79,0.999,90.62,85.6,87.34,1.0
33.2,-9.01,0.6,90.77,1.006,91.41,85.7,87.29,1.0
33.25,-9.72,0.58,90.75,1.013,92.15,85.8,87.24,1.0
33.3,-10.34,0.55,90.72,1.019,92.83,85.9,87.19,1.0
33.35,-10.88,0.52,90.68,1.025,93.46,86.01,87.15,1.0
33.4,-11.33,0.48,90.63,1.031,94.05,86.12,87.1,1.0
33.45,-11.69,0.44,90.57,1.036,94.58,86.23,87.06,1.0
33.5,-11.97,0.4,90.52,1.041,95.06,86.33,87.02,1.0
33.55,-12.17,0.35,90.45,1.046,95.5,86.44,86.98,1.0
33.6,-12.3,0.29,90.38,1.05,95.9,86.55,86.94,1.0
33.65,-12.36,0.24,90.31,1.055,96.26,86.66,86.91,1.0
33.7,-12.36,0.18,90.24,1.058,96.59,86.78,86.88,1.0
33.75,-12.3,0.13,90.16,1.062,96.89,86.89,86.86,1.0
33.8,-12.19,0.07,90.09,1.065,97.17,87.01,86.84,1.0
33.85,-12.03,0.02,90.02,1.069,97.43,87.14,86.82,1.0
33.9,-11.84,-0.03,89.95,1.072,97.67,87.26,86.81,1.0
33.95,-11.63,-0.08,89.89,1.075,97.9,87.4,86.8,1.0
34.0,-11.38,-0.12,89.83,1.077,98.13,87.54,86.79,1.0
34.05,-11.13,-0.15,89.77,1.08,98.35,87.68,86.79,1.0
34.1,-10.86,-0.18,89.72,1.083,98.57,87.84,86.79,1.0
34.15,-10.59,-0.21,89.68,1.086,98.79,88.0,86.8,1.0
34.2,-10.33,-0.23,89.65,1.088,99.02,88.17,86.81,1.0
34.25,-10.07,-0.24,89.62,1.091,99.26,88.35,86.83,1.0
34.3,-9.82,-0.24,89.61,1.094,99.51,88.54,86.85,1.0
34.35,-9.59,-0.24,89.6,1.097,99.76,88.73,86.87,1.0
34.4,-9.38,-0.23,89.59,1.1,100.02,88.94,86.9,1.0
34.45,-9.19,-0.22,89.6,1.102,100.29,89.15,86.94,1.0
34.5,-9.03,-0.2,89.61,1.105,100.56,89.37,86.98,1.0
34.55,-8.89,-0.18,89.62,1.108,100.84,89.6,87.03,1.0
34.6,-8.77,-0.15,89.64,1.111,101.12,89.83,87.08,1.0
34.65,-8.68,-0.13,89.66,1.114,101.39,90.06,87.14,1.0
34.7,-8.61,-0.11,89.69,1.117,101.66,90.3,87.2,1.0
34.75,-8.56,-0.08,89.71,1.119,101.92,90.53,88.28,1.0
34.8,-8.53,-0.06,89.74,1.122,102.17,90.77,88.29,1.0
34.85,-8.52,-0.05,89.76,1.124,102.4,91.01,88.31,1.0
34.9,-8.52,-0.04,89.78,1.126,102.6,91.24,88.34,1.0
34.95,-8.52,-0.03,89.79,1.128,102.78,91.47,88.38,1.0
35.0,-8.53,-0.03,89.8,1.13,102.93,91.69,88.42,1.0
35.05,-8.54,-0.05,89.81,1.131,103.05,91.9,88.48,1.0
35.1,-8.55,-0.07,89.81,1.132,103.13,92.11,88.54,1.0
35.15,-8.55,-0.1,89.79,1.132,103.17,92.3,89.63,1.0
35.2,-8.54,-0.14,89.78,1.132,103.16,92.48,89.65,1.0
35.25,-8.51,-0.19,89.75,1.132,103.11,92.65,89.67,1.0
35.3,-8.46,-0.26,89.71,1.131,103.0,92.81,89.7,1.0
35.35,-8.38,-0.33,89.66,1.129,102.85,92.95,89.74,1.0
35.4,-8.28,-0.41,89.61,1.127,102.64,93.07,89.79,1.0
35.45,-8.16,-0.51,89.55,1.125,102.39,93.19,89.84,1.0
35.5,-8.0,-0.61,89.47,1.122,102.07,93.29,89.91,1.0
35.55,-7.81,-0.72,89.4,1.118,101.71,93.37,91.0,1.0
35.6,-7.59,-0.84,89.31,1.114,101.29,93.44,91.01,1.0
35.65,-7.33,-0.96,89.22,1.109,100.83,93.49,91.03,1.0
35.7,-7.04,-1.09,89.13,1.105,100.31,93.53,91.05,1.0
35.75,-6.72,-1.22,89.03,1.099,99.75,93.56,91.08,1.0
35.8,-6.37,-1.35,88.94,1.094,99.14,93.58,91.12,1.0
35.85,-5.98,-1.48,88.84,1.088,98.5,93.59,91.17,1.0
35.9,-5.57,-1.6,88.74,1.081,97.82,93.58,91.21,1.0
35.95,-5.14,-1.72,88.65,1.075,97.11,93.57,91.26,1.0
36.0,-4.68,-1.83,88.56,1.069,96.39,93.55,91.32,1.0
36.05,-4.21,-1.93,88.48,1.062,95.64,93.53,91.37,1.0
36.1,-3.72,-2.03,88.41,1.056,94.88,93.5,91.43,1.0
36.15,-3.22,-2.11,88.35,1.049,94.12,93.46,91.49,1.0
36.2,-2.71,-2.18,88.29,1.043,93.37,93.43,91.55,1.0
36.25,-2.2,-2.23,88.25,1.036,92.63,93.39,91.61,1.0
36.3,-1.68,-2.27,88.22,1.03,91.91,93.35,91.67,1.0
36.35,-1.17,-2.29,88.2,1.025,91.21,93.32,91.72,1.0
36.4,-0.67,-2.3,88.19,1.019,90.56,93.28,91.78,1.0
36.45,-0.17,-2.28,88.19,1.014,89.94,93.25,91.84,1.0
36.5,0.31,-2.26,88.21,1.009,89.37,93.23,91.89,1.0
36.55,0.78,-2.21,88.24,1.005,88.85,93.2,91.94,1.0
36.6,1.24,-2.15,88.28,1.001,88.38,93.18,92.0,1.0
36.65,1.67,-2.08,88.33,0.997,87.98,93.17,92.05,1.0
36.7,2.09,-1.99,88.4,0.994,87.63,93.16,92.09,1.0
36.75,2.49,-1.89,88.47,0.991,87.35,93.15,92.14,1.0
36.8,2.86,-1.78,88.55,0.989,87.12,93.15,92.18,1.0
36.85,3.22,-1.65,88.64,0.987,86.96,93.15,92.23,1.0
36.9,3.55,-1.52,88.74,0.985,86.85,93.16,92.27,1.0
36.95,3.87,-1.39,88.83,0.984,86.79,93.17,92.31,1.0
37.0,4.17,-1.24,88.94,0.983,86.78,93.18,92.35,1.0
37.05,4.45,-1.1,89.04,0.983,86.82,93.2,92.39,1.0
37.1,4.71,-0.96,89.14,0.982,86.89,93.21,92.42,1.0
37.15,4.96,-0.81,89.24,0.982,86.99,93.23,92.46,1.0
37.2,5.19,-0.67,89.34,0.982,87.11,93.24,92.49,1.0
37.25,5.42,-0.54,89.44,0.983,87.26,93.26,92.52,1.0
37.3,5.63,-0.41,89.52,0.983,87.41,93.27,92.55,1.0
37.35,5.83,-0.29,89.61,0.983,87.57,93.27,92.58,1.0
37.4,6.03,-0.18,89.68,0.984,87.73,93.28,92.61,1.0
37.45,6.22,-0.08,89.75,0.985,87.88,93.27,92.64,1.0
37.5,6.4,0.01,89.81,0.985,88.02,93.26,92.67,1.0
